"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"HHS Region 1",2016-10-29,1,2016-11-05,0.313174267788484,0.01,"ili perc","quantile"
"HHS Region 1",2016-10-29,1,2016-11-05,0.35075876810152,0.025,"ili perc","quantile"
"HHS Region 1",2016-10-29,1,2016-11-05,0.38708070930434,0.05,"ili perc","quantile"
"HHS Region 1",2016-10-29,1,2016-11-05,0.473377547659885,0.1,"ili perc","quantile"
"HHS Region 1",2016-10-29,1,2016-11-05,0.521147144614233,0.15,"ili perc","quantile"
"HHS Region 1",2016-10-29,1,2016-11-05,0.545520576970347,0.2,"ili perc","quantile"
"HHS Region 1",2016-10-29,1,2016-11-05,0.600399284169377,0.25,"ili perc","quantile"
"HHS Region 1",2016-10-29,1,2016-11-05,0.61265210178552,0.3,"ili perc","quantile"
"HHS Region 1",2016-10-29,1,2016-11-05,0.625790108526202,0.35,"ili perc","quantile"
"HHS Region 1",2016-10-29,1,2016-11-05,0.647394504937392,0.4,"ili perc","quantile"
"HHS Region 1",2016-10-29,1,2016-11-05,0.660937896661728,0.45,"ili perc","quantile"
"HHS Region 1",2016-10-29,1,2016-11-05,0.669860055027193,0.5,"ili perc","quantile"
"HHS Region 1",2016-10-29,1,2016-11-05,0.674080067733902,0.55,"ili perc","quantile"
"HHS Region 1",2016-10-29,1,2016-11-05,0.689314902664014,0.6,"ili perc","quantile"
"HHS Region 1",2016-10-29,1,2016-11-05,0.708465783346526,0.65,"ili perc","quantile"
"HHS Region 1",2016-10-29,1,2016-11-05,0.721914656963251,0.7,"ili perc","quantile"
"HHS Region 1",2016-10-29,1,2016-11-05,0.753213465258961,0.75,"ili perc","quantile"
"HHS Region 1",2016-10-29,1,2016-11-05,0.785691956158702,0.8,"ili perc","quantile"
"HHS Region 1",2016-10-29,1,2016-11-05,0.850382574757049,0.85,"ili perc","quantile"
"HHS Region 1",2016-10-29,1,2016-11-05,0.91343289847603,0.9,"ili perc","quantile"
"HHS Region 1",2016-10-29,1,2016-11-05,1.00617633256125,0.95,"ili perc","quantile"
"HHS Region 1",2016-10-29,1,2016-11-05,1.14689821391814,0.975,"ili perc","quantile"
"HHS Region 1",2016-10-29,1,2016-11-05,1.23711380885043,0.99,"ili perc","quantile"
"HHS Region 1",2016-10-29,2,2016-11-12,0.264677012294114,0.01,"ili perc","quantile"
"HHS Region 1",2016-10-29,2,2016-11-12,0.307148190903561,0.025,"ili perc","quantile"
"HHS Region 1",2016-10-29,2,2016-11-12,0.341870519359067,0.05,"ili perc","quantile"
"HHS Region 1",2016-10-29,2,2016-11-12,0.410901371922321,0.1,"ili perc","quantile"
"HHS Region 1",2016-10-29,2,2016-11-12,0.455267972461563,0.15,"ili perc","quantile"
"HHS Region 1",2016-10-29,2,2016-11-12,0.469424700821179,0.2,"ili perc","quantile"
"HHS Region 1",2016-10-29,2,2016-11-12,0.489153591770029,0.25,"ili perc","quantile"
"HHS Region 1",2016-10-29,2,2016-11-12,0.510154761334477,0.3,"ili perc","quantile"
"HHS Region 1",2016-10-29,2,2016-11-12,0.551693746918904,0.35,"ili perc","quantile"
"HHS Region 1",2016-10-29,2,2016-11-12,0.609841669260178,0.4,"ili perc","quantile"
"HHS Region 1",2016-10-29,2,2016-11-12,0.634302244319692,0.45,"ili perc","quantile"
"HHS Region 1",2016-10-29,2,2016-11-12,0.665998772844017,0.5,"ili perc","quantile"
"HHS Region 1",2016-10-29,2,2016-11-12,0.688279541871118,0.55,"ili perc","quantile"
"HHS Region 1",2016-10-29,2,2016-11-12,0.700620228731042,0.6,"ili perc","quantile"
"HHS Region 1",2016-10-29,2,2016-11-12,0.747675932892085,0.65,"ili perc","quantile"
