"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"HHS Region 1",2017-01-07,1,2017-01-14,0.740402551587642,0.01,"ili perc","quantile"
"HHS Region 1",2017-01-07,1,2017-01-14,1.00093377107709,0.025,"ili perc","quantile"
"HHS Region 1",2017-01-07,1,2017-01-14,1.10436766344379,0.05,"ili perc","quantile"
"HHS Region 1",2017-01-07,1,2017-01-14,1.30150791043508,0.1,"ili perc","quantile"
"HHS Region 1",2017-01-07,1,2017-01-14,1.40550797147605,0.15,"ili perc","quantile"
"HHS Region 1",2017-01-07,1,2017-01-14,1.50515368722487,0.2,"ili perc","quantile"
"HHS Region 1",2017-01-07,1,2017-01-14,1.55951577640393,0.25,"ili perc","quantile"
"HHS Region 1",2017-01-07,1,2017-01-14,1.62254402648719,0.3,"ili perc","quantile"
"HHS Region 1",2017-01-07,1,2017-01-14,1.65206615844775,0.35,"ili perc","quantile"
"HHS Region 1",2017-01-07,1,2017-01-14,1.66963787521405,0.4,"ili perc","quantile"
"HHS Region 1",2017-01-07,1,2017-01-14,1.68787193572012,0.45,"ili perc","quantile"
"HHS Region 1",2017-01-07,1,2017-01-14,1.70540477617791,0.5,"ili perc","quantile"
"HHS Region 1",2017-01-07,1,2017-01-14,1.75046290941504,0.55,"ili perc","quantile"
"HHS Region 1",2017-01-07,1,2017-01-14,1.79828930813663,0.6,"ili perc","quantile"
"HHS Region 1",2017-01-07,1,2017-01-14,1.805395862904,0.65,"ili perc","quantile"
"HHS Region 1",2017-01-07,1,2017-01-14,1.84003747108948,0.7,"ili perc","quantile"
"HHS Region 1",2017-01-07,1,2017-01-14,1.91883247075167,0.75,"ili perc","quantile"
"HHS Region 1",2017-01-07,1,2017-01-14,1.96355325530528,0.8,"ili perc","quantile"
"HHS Region 1",2017-01-07,1,2017-01-14,2.00965757869855,0.85,"ili perc","quantile"
"HHS Region 1",2017-01-07,1,2017-01-14,2.06701753016468,0.9,"ili perc","quantile"
"HHS Region 1",2017-01-07,1,2017-01-14,2.31438543155943,0.95,"ili perc","quantile"
"HHS Region 1",2017-01-07,1,2017-01-14,2.86741338204121,0.975,"ili perc","quantile"
"HHS Region 1",2017-01-07,1,2017-01-14,3.10791858662604,0.99,"ili perc","quantile"
"HHS Region 1",2017-01-07,2,2017-01-21,0.58303507548981,0.01,"ili perc","quantile"
"HHS Region 1",2017-01-07,2,2017-01-21,0.777775516460667,0.025,"ili perc","quantile"
"HHS Region 1",2017-01-07,2,2017-01-21,0.895407777017376,0.05,"ili perc","quantile"
"HHS Region 1",2017-01-07,2,2017-01-21,1.28532548426244,0.1,"ili perc","quantile"
"HHS Region 1",2017-01-07,2,2017-01-21,1.38502342333497,0.15,"ili perc","quantile"
"HHS Region 1",2017-01-07,2,2017-01-21,1.41962332065244,0.2,"ili perc","quantile"
"HHS Region 1",2017-01-07,2,2017-01-21,1.4563292144268,0.25,"ili perc","quantile"
"HHS Region 1",2017-01-07,2,2017-01-21,1.52970605814975,0.3,"ili perc","quantile"
"HHS Region 1",2017-01-07,2,2017-01-21,1.61536562021636,0.35,"ili perc","quantile"
"HHS Region 1",2017-01-07,2,2017-01-21,1.64953193875794,0.4,"ili perc","quantile"
"HHS Region 1",2017-01-07,2,2017-01-21,1.68198513983304,0.45,"ili perc","quantile"
"HHS Region 1",2017-01-07,2,2017-01-21,1.71607430584026,0.5,"ili perc","quantile"
"HHS Region 1",2017-01-07,2,2017-01-21,1.76903075836979,0.55,"ili perc","quantile"
"HHS Region 1",2017-01-07,2,2017-01-21,1.82472303280928,0.6,"ili perc","quantile"
"HHS Region 1",2017-01-07,2,2017-01-21,1.88334300031312,0.65,"ili perc","quantile"
"HHS Region 1",2017-01-07,2,2017-01-21,1.89630470654715,0.7,"ili perc","quantile"
"HHS Region 1",2017-01-07,2,2017-01-21,1.95352424975924,0.75,"ili perc","quantile"
"HHS Region 1",2017-01-07,2,2017-01-21,2.04271329954511,0.8,"ili perc","quantile"
"HHS Region 1",2017-01-07,2,2017-01-21,2.22712561011961,0.85,"ili perc","quantile"
"HHS Region 1",2017-01-07,2,2017-01-21,2.43635003335755,0.9,"ili perc","quantile"
"HHS Region 1",2017-01-07,2,2017-01-21,2.54325743720518,0.95,"ili perc","quantile"
"HHS Region 1",2017-01-07,2,2017-01-21,3.02200155399037,0.975,"ili perc","quantile"
"HHS Region 1",2017-01-07,2,2017-01-21,3.68709506898854,0.99,"ili perc","quantile"
"HHS Region 1",2017-01-07,3,2017-01-28,0.422800020387022,0.01,"ili perc","quantile"
"HHS Region 1",2017-01-07,3,2017-01-28,0.563066375364356,0.025,"ili perc","quantile"
"HHS Region 1",2017-01-07,3,2017-01-28,0.641639147311522,0.05,"ili perc","quantile"
"HHS Region 1",2017-01-07,3,2017-01-28,0.92290490486938,0.1,"ili perc","quantile"
"HHS Region 1",2017-01-07,3,2017-01-28,1.24700862708709,0.15,"ili perc","quantile"
"HHS Region 1",2017-01-07,3,2017-01-28,1.36474083825191,0.2,"ili perc","quantile"
"HHS Region 1",2017-01-07,3,2017-01-28,1.38239209484454,0.25,"ili perc","quantile"
"HHS Region 1",2017-01-07,3,2017-01-28,1.4953727819017,0.3,"ili perc","quantile"
"HHS Region 1",2017-01-07,3,2017-01-28,1.56590968881938,0.35,"ili perc","quantile"
"HHS Region 1",2017-01-07,3,2017-01-28,1.61574327742892,0.4,"ili perc","quantile"
"HHS Region 1",2017-01-07,3,2017-01-28,1.67933838059019,0.45,"ili perc","quantile"
"HHS Region 1",2017-01-07,3,2017-01-28,1.7240057312269,0.5,"ili perc","quantile"
"HHS Region 1",2017-01-07,3,2017-01-28,1.74756880463982,0.55,"ili perc","quantile"
"HHS Region 1",2017-01-07,3,2017-01-28,1.79553354429829,0.6,"ili perc","quantile"
"HHS Region 1",2017-01-07,3,2017-01-28,1.87710226237307,0.65,"ili perc","quantile"
"HHS Region 1",2017-01-07,3,2017-01-28,1.95579709831865,0.7,"ili perc","quantile"
"HHS Region 1",2017-01-07,3,2017-01-28,2.06681223023245,0.75,"ili perc","quantile"
"HHS Region 1",2017-01-07,3,2017-01-28,2.16059700253282,0.8,"ili perc","quantile"
"HHS Region 1",2017-01-07,3,2017-01-28,2.29387707939733,0.85,"ili perc","quantile"
"HHS Region 1",2017-01-07,3,2017-01-28,2.55473572689533,0.9,"ili perc","quantile"
"HHS Region 1",2017-01-07,3,2017-01-28,3.05228577904916,0.95,"ili perc","quantile"
"HHS Region 1",2017-01-07,3,2017-01-28,3.51059816881623,0.975,"ili perc","quantile"
"HHS Region 1",2017-01-07,3,2017-01-28,3.81238582745636,0.99,"ili perc","quantile"
"HHS Region 1",2017-01-07,4,2017-02-04,0.357764255480895,0.01,"ili perc","quantile"
"HHS Region 1",2017-01-07,4,2017-02-04,0.508422331094367,0.025,"ili perc","quantile"
"HHS Region 1",2017-01-07,4,2017-02-04,0.607654132547409,0.05,"ili perc","quantile"
"HHS Region 1",2017-01-07,4,2017-02-04,0.922129992280071,0.1,"ili perc","quantile"
"HHS Region 1",2017-01-07,4,2017-02-04,1.1014777682775,0.15,"ili perc","quantile"
"HHS Region 1",2017-01-07,4,2017-02-04,1.16140664486172,0.2,"ili perc","quantile"
"HHS Region 1",2017-01-07,4,2017-02-04,1.30270455052213,0.25,"ili perc","quantile"
"HHS Region 1",2017-01-07,4,2017-02-04,1.40853776741028,0.3,"ili perc","quantile"
"HHS Region 1",2017-01-07,4,2017-02-04,1.47802153575982,0.35,"ili perc","quantile"
"HHS Region 1",2017-01-07,4,2017-02-04,1.53781266146589,0.4,"ili perc","quantile"
"HHS Region 1",2017-01-07,4,2017-02-04,1.65887828484839,0.45,"ili perc","quantile"
"HHS Region 1",2017-01-07,4,2017-02-04,1.70031718688432,0.5,"ili perc","quantile"
"HHS Region 1",2017-01-07,4,2017-02-04,1.76185556521765,0.55,"ili perc","quantile"
"HHS Region 1",2017-01-07,4,2017-02-04,1.81036605927706,0.6,"ili perc","quantile"
"HHS Region 1",2017-01-07,4,2017-02-04,1.8863831647136,0.65,"ili perc","quantile"
"HHS Region 1",2017-01-07,4,2017-02-04,1.98732292048147,0.7,"ili perc","quantile"
"HHS Region 1",2017-01-07,4,2017-02-04,2.11598319335119,0.75,"ili perc","quantile"
"HHS Region 1",2017-01-07,4,2017-02-04,2.27409524711156,0.8,"ili perc","quantile"
"HHS Region 1",2017-01-07,4,2017-02-04,2.49223164174436,0.85,"ili perc","quantile"
"HHS Region 1",2017-01-07,4,2017-02-04,2.76088849372583,0.9,"ili perc","quantile"
"HHS Region 1",2017-01-07,4,2017-02-04,3.0356532804739,0.95,"ili perc","quantile"
"HHS Region 1",2017-01-07,4,2017-02-04,3.76827988667342,0.975,"ili perc","quantile"
"HHS Region 1",2017-01-07,4,2017-02-04,4.23120723748657,0.99,"ili perc","quantile"
"HHS Region 10",2017-01-07,1,2017-01-14,0.46696435265011,0.01,"ili perc","quantile"
"HHS Region 10",2017-01-07,1,2017-01-14,1.57292521379135,0.025,"ili perc","quantile"
"HHS Region 10",2017-01-07,1,2017-01-14,2.01620827770991,0.05,"ili perc","quantile"
"HHS Region 10",2017-01-07,1,2017-01-14,2.16496384662469,0.1,"ili perc","quantile"
"HHS Region 10",2017-01-07,1,2017-01-14,2.22546621012557,0.15,"ili perc","quantile"
"HHS Region 10",2017-01-07,1,2017-01-14,2.44654931506535,0.2,"ili perc","quantile"
"HHS Region 10",2017-01-07,1,2017-01-14,2.59870271351588,0.25,"ili perc","quantile"
"HHS Region 10",2017-01-07,1,2017-01-14,2.75544824417928,0.3,"ili perc","quantile"
"HHS Region 10",2017-01-07,1,2017-01-14,2.82793495928579,0.35,"ili perc","quantile"
"HHS Region 10",2017-01-07,1,2017-01-14,2.8838662488355,0.4,"ili perc","quantile"
"HHS Region 10",2017-01-07,1,2017-01-14,3.03386260782556,0.45,"ili perc","quantile"
"HHS Region 10",2017-01-07,1,2017-01-14,3.20100341419716,0.5,"ili perc","quantile"
"HHS Region 10",2017-01-07,1,2017-01-14,3.37444058467365,0.55,"ili perc","quantile"
"HHS Region 10",2017-01-07,1,2017-01-14,3.48208729894821,0.6,"ili perc","quantile"
"HHS Region 10",2017-01-07,1,2017-01-14,3.53944963998015,0.65,"ili perc","quantile"
"HHS Region 10",2017-01-07,1,2017-01-14,3.6465930426881,0.7,"ili perc","quantile"
"HHS Region 10",2017-01-07,1,2017-01-14,3.72374810711679,0.75,"ili perc","quantile"
"HHS Region 10",2017-01-07,1,2017-01-14,3.81313200580112,0.8,"ili perc","quantile"
"HHS Region 10",2017-01-07,1,2017-01-14,3.93562653303706,0.85,"ili perc","quantile"
"HHS Region 10",2017-01-07,1,2017-01-14,4.49291256194135,0.9,"ili perc","quantile"
"HHS Region 10",2017-01-07,1,2017-01-14,4.93731420672358,0.95,"ili perc","quantile"
