"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"HHS Region 1",2017-02-25,1,2017-03-04,1.49948726314899,0.01,"ili perc","quantile"
"HHS Region 1",2017-02-25,1,2017-03-04,2.08438377976784,0.025,"ili perc","quantile"
"HHS Region 1",2017-02-25,1,2017-03-04,2.48613497237223,0.05,"ili perc","quantile"
"HHS Region 1",2017-02-25,1,2017-03-04,2.68350290709836,0.1,"ili perc","quantile"
"HHS Region 1",2017-02-25,1,2017-03-04,2.79013032120116,0.15,"ili perc","quantile"
"HHS Region 1",2017-02-25,1,2017-03-04,2.87222231003294,0.2,"ili perc","quantile"
"HHS Region 1",2017-02-25,1,2017-03-04,2.9207516906902,0.25,"ili perc","quantile"
"HHS Region 1",2017-02-25,1,2017-03-04,3.06378775279655,0.3,"ili perc","quantile"
"HHS Region 1",2017-02-25,1,2017-03-04,3.11055861463478,0.35,"ili perc","quantile"
"HHS Region 1",2017-02-25,1,2017-03-04,3.13599478891279,0.4,"ili perc","quantile"
"HHS Region 1",2017-02-25,1,2017-03-04,3.16945111640578,0.45,"ili perc","quantile"
"HHS Region 1",2017-02-25,1,2017-03-04,3.22396888039928,0.5,"ili perc","quantile"
"HHS Region 1",2017-02-25,1,2017-03-04,3.28127378246176,0.55,"ili perc","quantile"
"HHS Region 1",2017-02-25,1,2017-03-04,3.32718841542893,0.6,"ili perc","quantile"
"HHS Region 1",2017-02-25,1,2017-03-04,3.36992262064536,0.65,"ili perc","quantile"
"HHS Region 1",2017-02-25,1,2017-03-04,3.40036155897223,0.7,"ili perc","quantile"
"HHS Region 1",2017-02-25,1,2017-03-04,3.58529851226172,0.75,"ili perc","quantile"
"HHS Region 1",2017-02-25,1,2017-03-04,3.66277537628488,0.8,"ili perc","quantile"
"HHS Region 1",2017-02-25,1,2017-03-04,3.73254054962141,0.85,"ili perc","quantile"
"HHS Region 1",2017-02-25,1,2017-03-04,3.80906420265433,0.9,"ili perc","quantile"
"HHS Region 1",2017-02-25,1,2017-03-04,4.2786031101957,0.95,"ili perc","quantile"
"HHS Region 1",2017-02-25,1,2017-03-04,5.12815588620276,0.975,"ili perc","quantile"
"HHS Region 1",2017-02-25,1,2017-03-04,5.32584420067863,0.99,"ili perc","quantile"
"HHS Region 1",2017-02-25,2,2017-03-11,1.18593175071633,0.01,"ili perc","quantile"
"HHS Region 1",2017-02-25,2,2017-03-11,1.94709374970642,0.025,"ili perc","quantile"
"HHS Region 1",2017-02-25,2,2017-03-11,2.19730532992334,0.05,"ili perc","quantile"
"HHS Region 1",2017-02-25,2,2017-03-11,2.41630630159041,0.1,"ili perc","quantile"
"HHS Region 1",2017-02-25,2,2017-03-11,2.65193309249056,0.15,"ili perc","quantile"
"HHS Region 1",2017-02-25,2,2017-03-11,2.7893768605335,0.2,"ili perc","quantile"
"HHS Region 1",2017-02-25,2,2017-03-11,2.85190345331605,0.25,"ili perc","quantile"
"HHS Region 1",2017-02-25,2,2017-03-11,2.98300380655581,0.3,"ili perc","quantile"
"HHS Region 1",2017-02-25,2,2017-03-11,3.06852146952997,0.35,"ili perc","quantile"
"HHS Region 1",2017-02-25,2,2017-03-11,3.09587083074828,0.4,"ili perc","quantile"
"HHS Region 1",2017-02-25,2,2017-03-11,3.13229849417629,0.45,"ili perc","quantile"
"HHS Region 1",2017-02-25,2,2017-03-11,3.18136483723895,0.5,"ili perc","quantile"
"HHS Region 1",2017-02-25,2,2017-03-11,3.27802407037692,0.55,"ili perc","quantile"
"HHS Region 1",2017-02-25,2,2017-03-11,3.37279876803433,0.6,"ili perc","quantile"
"HHS Region 1",2017-02-25,2,2017-03-11,3.4057409668262,0.65,"ili perc","quantile"
"HHS Region 1",2017-02-25,2,2017-03-11,3.44884590386614,0.7,"ili perc","quantile"
"HHS Region 1",2017-02-25,2,2017-03-11,3.53084225292521,0.75,"ili perc","quantile"
"HHS Region 1",2017-02-25,2,2017-03-11,3.61664120120792,0.8,"ili perc","quantile"
"HHS Region 1",2017-02-25,2,2017-03-11,3.81915019956205,0.85,"ili perc","quantile"
"HHS Region 1",2017-02-25,2,2017-03-11,4.02047531002922,0.9,"ili perc","quantile"
"HHS Region 1",2017-02-25,2,2017-03-11,4.45939178512817,0.95,"ili perc","quantile"
"HHS Region 1",2017-02-25,2,2017-03-11,4.9505592760003,0.975,"ili perc","quantile"
"HHS Region 1",2017-02-25,2,2017-03-11,5.09671573329763,0.99,"ili perc","quantile"
"HHS Region 1",2017-02-25,3,2017-03-18,1.1473085865503,0.01,"ili perc","quantile"
"HHS Region 1",2017-02-25,3,2017-03-18,1.7210608547191,0.025,"ili perc","quantile"
"HHS Region 1",2017-02-25,3,2017-03-18,2.02324965949289,0.05,"ili perc","quantile"
"HHS Region 1",2017-02-25,3,2017-03-18,2.27222110006502,0.1,"ili perc","quantile"
"HHS Region 1",2017-02-25,3,2017-03-18,2.65182002526625,0.15,"ili perc","quantile"
"HHS Region 1",2017-02-25,3,2017-03-18,2.71067408682825,0.2,"ili perc","quantile"
"HHS Region 1",2017-02-25,3,2017-03-18,2.83538368079961,0.25,"ili perc","quantile"
"HHS Region 1",2017-02-25,3,2017-03-18,2.88140847381661,0.3,"ili perc","quantile"
"HHS Region 1",2017-02-25,3,2017-03-18,2.93135366468172,0.35,"ili perc","quantile"
"HHS Region 1",2017-02-25,3,2017-03-18,2.99132043788015,0.4,"ili perc","quantile"
"HHS Region 1",2017-02-25,3,2017-03-18,3.15062652645771,0.45,"ili perc","quantile"
"HHS Region 1",2017-02-25,3,2017-03-18,3.24520270697202,0.5,"ili perc","quantile"
"HHS Region 1",2017-02-25,3,2017-03-18,3.36940717879347,0.55,"ili perc","quantile"
"HHS Region 1",2017-02-25,3,2017-03-18,3.51755172017002,0.6,"ili perc","quantile"
"HHS Region 1",2017-02-25,3,2017-03-18,3.61107342962237,0.65,"ili perc","quantile"
"HHS Region 1",2017-02-25,3,2017-03-18,3.64874386273327,0.7,"ili perc","quantile"
"HHS Region 1",2017-02-25,3,2017-03-18,3.72128260642905,0.75,"ili perc","quantile"
"HHS Region 1",2017-02-25,3,2017-03-18,3.77834729010017,0.8,"ili perc","quantile"
"HHS Region 1",2017-02-25,3,2017-03-18,3.87117351919858,0.85,"ili perc","quantile"
"HHS Region 1",2017-02-25,3,2017-03-18,4.06331064915146,0.9,"ili perc","quantile"
"HHS Region 1",2017-02-25,3,2017-03-18,4.78833271217112,0.95,"ili perc","quantile"
"HHS Region 1",2017-02-25,3,2017-03-18,5.47416334578371,0.975,"ili perc","quantile"
"HHS Region 1",2017-02-25,3,2017-03-18,6.39590983937822,0.99,"ili perc","quantile"
"HHS Region 1",2017-02-25,4,2017-03-25,1.39984355067378,0.01,"ili perc","quantile"
"HHS Region 1",2017-02-25,4,2017-03-25,1.79810334492815,0.025,"ili perc","quantile"
"HHS Region 1",2017-02-25,4,2017-03-25,1.9058060667105,0.05,"ili perc","quantile"
"HHS Region 1",2017-02-25,4,2017-03-25,2.13957755194956,0.1,"ili perc","quantile"
"HHS Region 1",2017-02-25,4,2017-03-25,2.43899995417616,0.15,"ili perc","quantile"
"HHS Region 1",2017-02-25,4,2017-03-25,2.48813511703862,0.2,"ili perc","quantile"
"HHS Region 1",2017-02-25,4,2017-03-25,2.75783614397823,0.25,"ili perc","quantile"
"HHS Region 1",2017-02-25,4,2017-03-25,2.78077095714437,0.3,"ili perc","quantile"
"HHS Region 1",2017-02-25,4,2017-03-25,2.98900116855236,0.35,"ili perc","quantile"
"HHS Region 1",2017-02-25,4,2017-03-25,3.09890604870368,0.4,"ili perc","quantile"
"HHS Region 1",2017-02-25,4,2017-03-25,3.21894620220397,0.45,"ili perc","quantile"
"HHS Region 1",2017-02-25,4,2017-03-25,3.34919299073002,0.5,"ili perc","quantile"
"HHS Region 1",2017-02-25,4,2017-03-25,3.40417960352094,0.55,"ili perc","quantile"
"HHS Region 1",2017-02-25,4,2017-03-25,3.5469917615875,0.6,"ili perc","quantile"
"HHS Region 1",2017-02-25,4,2017-03-25,3.70133258861078,0.65,"ili perc","quantile"
"HHS Region 1",2017-02-25,4,2017-03-25,3.8220896288014,0.7,"ili perc","quantile"
"HHS Region 1",2017-02-25,4,2017-03-25,3.92713087658692,0.75,"ili perc","quantile"
"HHS Region 1",2017-02-25,4,2017-03-25,4.15588753339166,0.8,"ili perc","quantile"
"HHS Region 1",2017-02-25,4,2017-03-25,4.30262823020425,0.85,"ili perc","quantile"
"HHS Region 1",2017-02-25,4,2017-03-25,4.73059690953108,0.9,"ili perc","quantile"
"HHS Region 1",2017-02-25,4,2017-03-25,5.19060370582704,0.95,"ili perc","quantile"
"HHS Region 1",2017-02-25,4,2017-03-25,6.3135742524188,0.975,"ili perc","quantile"
"HHS Region 1",2017-02-25,4,2017-03-25,7.10331172417392,0.99,"ili perc","quantile"
"HHS Region 10",2017-02-25,1,2017-03-04,0.502047111695124,0.01,"ili perc","quantile"
"HHS Region 10",2017-02-25,1,2017-03-04,0.528189250144651,0.025,"ili perc","quantile"
"HHS Region 10",2017-02-25,1,2017-03-04,0.700090771961009,0.05,"ili perc","quantile"
"HHS Region 10",2017-02-25,1,2017-03-04,0.829605785763401,0.1,"ili perc","quantile"
"HHS Region 10",2017-02-25,1,2017-03-04,0.921871901615601,0.15,"ili perc","quantile"
"HHS Region 10",2017-02-25,1,2017-03-04,1.04180395075866,0.2,"ili perc","quantile"
"HHS Region 10",2017-02-25,1,2017-03-04,1.10047682758326,0.25,"ili perc","quantile"
"HHS Region 10",2017-02-25,1,2017-03-04,1.16923822421318,0.3,"ili perc","quantile"
"HHS Region 10",2017-02-25,1,2017-03-04,1.19906126868362,0.35,"ili perc","quantile"
"HHS Region 10",2017-02-25,1,2017-03-04,1.27252108539606,0.4,"ili perc","quantile"
"HHS Region 10",2017-02-25,1,2017-03-04,1.34808010455865,0.45,"ili perc","quantile"
"HHS Region 10",2017-02-25,1,2017-03-04,1.37697717176615,0.5,"ili perc","quantile"
"HHS Region 10",2017-02-25,1,2017-03-04,1.44577867208291,0.55,"ili perc","quantile"
"HHS Region 10",2017-02-25,1,2017-03-04,1.48247722310672,0.6,"ili perc","quantile"
"HHS Region 10",2017-02-25,1,2017-03-04,1.52735604862533,0.65,"ili perc","quantile"
"HHS Region 10",2017-02-25,1,2017-03-04,1.56079718530095,0.7,"ili perc","quantile"
"HHS Region 10",2017-02-25,1,2017-03-04,1.64896308948763,0.75,"ili perc","quantile"
"HHS Region 10",2017-02-25,1,2017-03-04,1.672042856641,0.8,"ili perc","quantile"
"HHS Region 10",2017-02-25,1,2017-03-04,1.78803520755994,0.85,"ili perc","quantile"
"HHS Region 10",2017-02-25,1,2017-03-04,1.99717102623135,0.9,"ili perc","quantile"
"HHS Region 10",2017-02-25,1,2017-03-04,2.32606203631756,0.95,"ili perc","quantile"
"HHS Region 10",2017-02-25,1,2017-03-04,2.36770138339003,0.975,"ili perc","quantile"
"HHS Region 10",2017-02-25,1,2017-03-04,2.68996733020418,0.99,"ili perc","quantile"
"HHS Region 10",2017-02-25,2,2017-03-11,0.421591620339921,0.01,"ili perc","quantile"
"HHS Region 10",2017-02-25,2,2017-03-11,0.529067074092494,0.025,"ili perc","quantile"
"HHS Region 10",2017-02-25,2,2017-03-11,0.587829928807515,0.05,"ili perc","quantile"
"HHS Region 10",2017-02-25,2,2017-03-11,0.718017361832702,0.1,"ili perc","quantile"
"HHS Region 10",2017-02-25,2,2017-03-11,0.88436311603371,0.15,"ili perc","quantile"
"HHS Region 10",2017-02-25,2,2017-03-11,1.01323906334912,0.2,"ili perc","quantile"
"HHS Region 10",2017-02-25,2,2017-03-11,1.03859076708235,0.25,"ili perc","quantile"
"HHS Region 10",2017-02-25,2,2017-03-11,1.12123220758213,0.3,"ili perc","quantile"
"HHS Region 10",2017-02-25,2,2017-03-11,1.19671772158661,0.35,"ili perc","quantile"
"HHS Region 10",2017-02-25,2,2017-03-11,1.21954165376573,0.4,"ili perc","quantile"
"HHS Region 10",2017-02-25,2,2017-03-11,1.30298845741549,0.45,"ili perc","quantile"
"HHS Region 10",2017-02-25,2,2017-03-11,1.36128373888689,0.5,"ili perc","quantile"
"HHS Region 10",2017-02-25,2,2017-03-11,1.40169024735433,0.55,"ili perc","quantile"
"HHS Region 10",2017-02-25,2,2017-03-11,1.45288488840055,0.6,"ili perc","quantile"
"HHS Region 10",2017-02-25,2,2017-03-11,1.51946574370345,0.65,"ili perc","quantile"
"HHS Region 10",2017-02-25,2,2017-03-11,1.62417532172031,0.7,"ili perc","quantile"
"HHS Region 10",2017-02-25,2,2017-03-11,1.69002361702582,0.75,"ili perc","quantile"
"HHS Region 10",2017-02-25,2,2017-03-11,1.7580476559312,0.8,"ili perc","quantile"
"HHS Region 10",2017-02-25,2,2017-03-11,1.93211187260922,0.85,"ili perc","quantile"
"HHS Region 10",2017-02-25,2,2017-03-11,2.46629304287467,0.9,"ili perc","quantile"
"HHS Region 10",2017-02-25,2,2017-03-11,2.92174186210917,0.95,"ili perc","quantile"
"HHS Region 10",2017-02-25,2,2017-03-11,3.12764186677696,0.975,"ili perc","quantile"
"HHS Region 10",2017-02-25,2,2017-03-11,9.26732231957464,0.99,"ili perc","quantile"
"HHS Region 10",2017-02-25,3,2017-03-18,0.167051889747625,0.01,"ili perc","quantile"
"HHS Region 10",2017-02-25,3,2017-03-18,0.460177308422622,0.025,"ili perc","quantile"
"HHS Region 10",2017-02-25,3,2017-03-18,0.607300155736745,0.05,"ili perc","quantile"
"HHS Region 10",2017-02-25,3,2017-03-18,0.678502470513175,0.1,"ili perc","quantile"
"HHS Region 10",2017-02-25,3,2017-03-18,0.872928735739281,0.15,"ili perc","quantile"
"HHS Region 10",2017-02-25,3,2017-03-18,0.89984097565228,0.2,"ili perc","quantile"
"HHS Region 10",2017-02-25,3,2017-03-18,0.965873913737171,0.25,"ili perc","quantile"
"HHS Region 10",2017-02-25,3,2017-03-18,1.03084144288045,0.3,"ili perc","quantile"
"HHS Region 10",2017-02-25,3,2017-03-18,1.10883923587996,0.35,"ili perc","quantile"
"HHS Region 10",2017-02-25,3,2017-03-18,1.15946995912481,0.4,"ili perc","quantile"
"HHS Region 10",2017-02-25,3,2017-03-18,1.26064819402173,0.45,"ili perc","quantile"
"HHS Region 10",2017-02-25,3,2017-03-18,1.44206616031485,0.5,"ili perc","quantile"
"HHS Region 10",2017-02-25,3,2017-03-18,1.52710061079509,0.55,"ili perc","quantile"
"HHS Region 10",2017-02-25,3,2017-03-18,1.63787093168671,0.6,"ili perc","quantile"
"HHS Region 10",2017-02-25,3,2017-03-18,1.74504184683982,0.65,"ili perc","quantile"
"HHS Region 10",2017-02-25,3,2017-03-18,1.88686235363535,0.7,"ili perc","quantile"
"HHS Region 10",2017-02-25,3,2017-03-18,2.02551571873403,0.75,"ili perc","quantile"
"HHS Region 10",2017-02-25,3,2017-03-18,2.23228966167074,0.8,"ili perc","quantile"
"HHS Region 10",2017-02-25,3,2017-03-18,2.49508690084917,0.85,"ili perc","quantile"
"HHS Region 10",2017-02-25,3,2017-03-18,2.9423599147056,0.9,"ili perc","quantile"
