"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"HHS Region 1",2017-04-29,1,2017-05-06,0.434999663746195,0.01,"ili perc","quantile"
"HHS Region 1",2017-04-29,1,2017-05-06,0.465743969990564,0.025,"ili perc","quantile"
"HHS Region 1",2017-04-29,1,2017-05-06,0.524816482061062,0.05,"ili perc","quantile"
"HHS Region 1",2017-04-29,1,2017-05-06,0.607740465931798,0.1,"ili perc","quantile"
"HHS Region 1",2017-04-29,1,2017-05-06,0.65354686513219,0.15,"ili perc","quantile"
"HHS Region 1",2017-04-29,1,2017-05-06,0.690188059008842,0.2,"ili perc","quantile"
"HHS Region 1",2017-04-29,1,2017-05-06,0.721571423363327,0.25,"ili perc","quantile"
"HHS Region 1",2017-04-29,1,2017-05-06,0.737903384857574,0.3,"ili perc","quantile"
"HHS Region 1",2017-04-29,1,2017-05-06,0.765550396217349,0.35,"ili perc","quantile"
"HHS Region 1",2017-04-29,1,2017-05-06,0.798784478219365,0.4,"ili perc","quantile"
"HHS Region 1",2017-04-29,1,2017-05-06,0.827339649387272,0.45,"ili perc","quantile"
"HHS Region 1",2017-04-29,1,2017-05-06,0.866833027445495,0.5,"ili perc","quantile"
"HHS Region 1",2017-04-29,1,2017-05-06,0.886320718025997,0.55,"ili perc","quantile"
"HHS Region 1",2017-04-29,1,2017-05-06,0.901814698853879,0.6,"ili perc","quantile"
"HHS Region 1",2017-04-29,1,2017-05-06,0.927665931668126,0.65,"ili perc","quantile"
"HHS Region 1",2017-04-29,1,2017-05-06,0.954386823129057,0.7,"ili perc","quantile"
"HHS Region 1",2017-04-29,1,2017-05-06,0.9775643994901,0.75,"ili perc","quantile"
"HHS Region 1",2017-04-29,1,2017-05-06,1.0016126533161,0.8,"ili perc","quantile"
"HHS Region 1",2017-04-29,1,2017-05-06,1.03905121270262,0.85,"ili perc","quantile"
"HHS Region 1",2017-04-29,1,2017-05-06,1.12646124954479,0.9,"ili perc","quantile"
"HHS Region 1",2017-04-29,1,2017-05-06,1.16412907766173,0.95,"ili perc","quantile"
"HHS Region 1",2017-04-29,1,2017-05-06,1.24122550946574,0.975,"ili perc","quantile"
"HHS Region 1",2017-04-29,1,2017-05-06,1.76965515354272,0.99,"ili perc","quantile"
"HHS Region 1",2017-04-29,2,2017-05-13,0.25069572752851,0.01,"ili perc","quantile"
"HHS Region 1",2017-04-29,2,2017-05-13,0.278239013549865,0.025,"ili perc","quantile"
"HHS Region 1",2017-04-29,2,2017-05-13,0.473080659286524,0.05,"ili perc","quantile"
"HHS Region 1",2017-04-29,2,2017-05-13,0.525202752915651,0.1,"ili perc","quantile"
"HHS Region 1",2017-04-29,2,2017-05-13,0.626350155525074,0.15,"ili perc","quantile"
