"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"HHS Region 1",2016-12-03,1,2016-12-10,0.292358399354352,0.01,"ili perc","quantile"
"HHS Region 1",2016-12-03,1,2016-12-10,0.396398165411241,0.025,"ili perc","quantile"
"HHS Region 1",2016-12-03,1,2016-12-10,0.493212659155502,0.05,"ili perc","quantile"
"HHS Region 1",2016-12-03,1,2016-12-10,0.558159778410894,0.1,"ili perc","quantile"
"HHS Region 1",2016-12-03,1,2016-12-10,0.619616033738678,0.15,"ili perc","quantile"
"HHS Region 1",2016-12-03,1,2016-12-10,0.635870480359665,0.2,"ili perc","quantile"
"HHS Region 1",2016-12-03,1,2016-12-10,0.656065553081424,0.25,"ili perc","quantile"
"HHS Region 1",2016-12-03,1,2016-12-10,0.684263826316437,0.3,"ili perc","quantile"
"HHS Region 1",2016-12-03,1,2016-12-10,0.704878970929779,0.35,"ili perc","quantile"
"HHS Region 1",2016-12-03,1,2016-12-10,0.726142511845152,0.4,"ili perc","quantile"
"HHS Region 1",2016-12-03,1,2016-12-10,0.765390872617544,0.45,"ili perc","quantile"
"HHS Region 1",2016-12-03,1,2016-12-10,0.782207074151692,0.5,"ili perc","quantile"
"HHS Region 1",2016-12-03,1,2016-12-10,0.798141361248888,0.55,"ili perc","quantile"
"HHS Region 1",2016-12-03,1,2016-12-10,0.837095697246467,0.6,"ili perc","quantile"
"HHS Region 1",2016-12-03,1,2016-12-10,0.851974452593452,0.65,"ili perc","quantile"
"HHS Region 1",2016-12-03,1,2016-12-10,0.868789087926534,0.7,"ili perc","quantile"
"HHS Region 1",2016-12-03,1,2016-12-10,0.911213138466792,0.75,"ili perc","quantile"
"HHS Region 1",2016-12-03,1,2016-12-10,0.941078819150025,0.8,"ili perc","quantile"
"HHS Region 1",2016-12-03,1,2016-12-10,0.959948893913285,0.85,"ili perc","quantile"
"HHS Region 1",2016-12-03,1,2016-12-10,1.02359856492169,0.9,"ili perc","quantile"
"HHS Region 1",2016-12-03,1,2016-12-10,1.10631069381481,0.95,"ili perc","quantile"
"HHS Region 1",2016-12-03,1,2016-12-10,1.12812943401121,0.975,"ili perc","quantile"
"HHS Region 1",2016-12-03,1,2016-12-10,1.66556221659996,0.99,"ili perc","quantile"
"HHS Region 1",2016-12-03,2,2016-12-17,0.243928490146214,0.01,"ili perc","quantile"
