"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"HHS Region 1",2017-01-28,1,2017-02-04,1.29533386125055,0.01,"ili perc","quantile"
"HHS Region 1",2017-01-28,1,2017-02-04,1.39222151549166,0.025,"ili perc","quantile"
"HHS Region 1",2017-01-28,1,2017-02-04,1.50338182620935,0.05,"ili perc","quantile"
"HHS Region 1",2017-01-28,1,2017-02-04,1.76215281949316,0.1,"ili perc","quantile"
"HHS Region 1",2017-01-28,1,2017-02-04,1.86107854813068,0.15,"ili perc","quantile"
"HHS Region 1",2017-01-28,1,2017-02-04,1.95618124012456,0.2,"ili perc","quantile"
"HHS Region 1",2017-01-28,1,2017-02-04,1.96991537422422,0.25,"ili perc","quantile"
"HHS Region 1",2017-01-28,1,2017-02-04,1.99652785028591,0.3,"ili perc","quantile"
"HHS Region 1",2017-01-28,1,2017-02-04,2.0273386565396,0.35,"ili perc","quantile"
"HHS Region 1",2017-01-28,1,2017-02-04,2.0804833845163,0.4,"ili perc","quantile"
"HHS Region 1",2017-01-28,1,2017-02-04,2.14667256721536,0.45,"ili perc","quantile"
"HHS Region 1",2017-01-28,1,2017-02-04,2.21791712084192,0.5,"ili perc","quantile"
"HHS Region 1",2017-01-28,1,2017-02-04,2.25313239665605,0.55,"ili perc","quantile"
"HHS Region 1",2017-01-28,1,2017-02-04,2.291948379727,0.6,"ili perc","quantile"
"HHS Region 1",2017-01-28,1,2017-02-04,2.34783152866991,0.65,"ili perc","quantile"
"HHS Region 1",2017-01-28,1,2017-02-04,2.38611706577113,0.7,"ili perc","quantile"
"HHS Region 1",2017-01-28,1,2017-02-04,2.44711466828618,0.75,"ili perc","quantile"
"HHS Region 1",2017-01-28,1,2017-02-04,2.58438390359847,0.8,"ili perc","quantile"
"HHS Region 1",2017-01-28,1,2017-02-04,2.78847188390171,0.85,"ili perc","quantile"
"HHS Region 1",2017-01-28,1,2017-02-04,2.90983038965638,0.9,"ili perc","quantile"
