"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"HHS Region 1",2016-12-17,1,2016-12-24,0.418746554564781,0.01,"ili perc","quantile"
"HHS Region 1",2016-12-17,1,2016-12-24,0.574094778120075,0.025,"ili perc","quantile"
"HHS Region 1",2016-12-17,1,2016-12-24,0.734867244569425,0.05,"ili perc","quantile"
"HHS Region 1",2016-12-17,1,2016-12-24,0.836044109975431,0.1,"ili perc","quantile"
"HHS Region 1",2016-12-17,1,2016-12-24,0.8904825484842,0.15,"ili perc","quantile"
"HHS Region 1",2016-12-17,1,2016-12-24,0.928608795596993,0.2,"ili perc","quantile"
"HHS Region 1",2016-12-17,1,2016-12-24,0.94299841428219,0.25,"ili perc","quantile"
"HHS Region 1",2016-12-17,1,2016-12-24,0.962276642095974,0.3,"ili perc","quantile"
"HHS Region 1",2016-12-17,1,2016-12-24,0.981412244602065,0.35,"ili perc","quantile"
"HHS Region 1",2016-12-17,1,2016-12-24,1.0086531863092,0.4,"ili perc","quantile"
"HHS Region 1",2016-12-17,1,2016-12-24,1.03219028862342,0.45,"ili perc","quantile"
"HHS Region 1",2016-12-17,1,2016-12-24,1.04728444106724,0.5,"ili perc","quantile"
"HHS Region 1",2016-12-17,1,2016-12-24,1.07991658726984,0.55,"ili perc","quantile"
"HHS Region 1",2016-12-17,1,2016-12-24,1.09272174797142,0.6,"ili perc","quantile"
"HHS Region 1",2016-12-17,1,2016-12-24,1.12362779946176,0.65,"ili perc","quantile"
"HHS Region 1",2016-12-17,1,2016-12-24,1.14657963467715,0.7,"ili perc","quantile"
"HHS Region 1",2016-12-17,1,2016-12-24,1.17839305171265,0.75,"ili perc","quantile"
"HHS Region 1",2016-12-17,1,2016-12-24,1.25914154339091,0.8,"ili perc","quantile"
"HHS Region 1",2016-12-17,1,2016-12-24,1.33713918955198,0.85,"ili perc","quantile"
"HHS Region 1",2016-12-17,1,2016-12-24,1.417485216818,0.9,"ili perc","quantile"
"HHS Region 1",2016-12-17,1,2016-12-24,1.52313132477663,0.95,"ili perc","quantile"
"HHS Region 1",2016-12-17,1,2016-12-24,1.88465924920805,0.975,"ili perc","quantile"
"HHS Region 1",2016-12-17,1,2016-12-24,2.12050178472198,0.99,"ili perc","quantile"
"HHS Region 1",2016-12-17,2,2016-12-31,0.294975721195775,0.01,"ili perc","quantile"
"HHS Region 1",2016-12-17,2,2016-12-31,0.479256103721662,0.025,"ili perc","quantile"
"HHS Region 1",2016-12-17,2,2016-12-31,0.546435834065903,0.05,"ili perc","quantile"
"HHS Region 1",2016-12-17,2,2016-12-31,0.708526363586296,0.1,"ili perc","quantile"
"HHS Region 1",2016-12-17,2,2016-12-31,0.752267523985324,0.15,"ili perc","quantile"
"HHS Region 1",2016-12-17,2,2016-12-31,0.834179518950957,0.2,"ili perc","quantile"
"HHS Region 1",2016-12-17,2,2016-12-31,0.854648233510006,0.25,"ili perc","quantile"
"HHS Region 1",2016-12-17,2,2016-12-31,0.875319040952222,0.3,"ili perc","quantile"
"HHS Region 1",2016-12-17,2,2016-12-31,0.943836471698196,0.35,"ili perc","quantile"
"HHS Region 1",2016-12-17,2,2016-12-31,0.972804936238173,0.4,"ili perc","quantile"
"HHS Region 1",2016-12-17,2,2016-12-31,1.03008086824519,0.45,"ili perc","quantile"
"HHS Region 1",2016-12-17,2,2016-12-31,1.07259424664195,0.5,"ili perc","quantile"
"HHS Region 1",2016-12-17,2,2016-12-31,1.12654769658932,0.55,"ili perc","quantile"
"HHS Region 1",2016-12-17,2,2016-12-31,1.17640255324958,0.6,"ili perc","quantile"
"HHS Region 1",2016-12-17,2,2016-12-31,1.20415778695724,0.65,"ili perc","quantile"
"HHS Region 1",2016-12-17,2,2016-12-31,1.27288289412951,0.7,"ili perc","quantile"
"HHS Region 1",2016-12-17,2,2016-12-31,1.33502993026702,0.75,"ili perc","quantile"
"HHS Region 1",2016-12-17,2,2016-12-31,1.44615498354891,0.8,"ili perc","quantile"
"HHS Region 1",2016-12-17,2,2016-12-31,1.49959291705767,0.85,"ili perc","quantile"
"HHS Region 1",2016-12-17,2,2016-12-31,1.66577846227769,0.9,"ili perc","quantile"
"HHS Region 1",2016-12-17,2,2016-12-31,1.92791663822481,0.95,"ili perc","quantile"
"HHS Region 1",2016-12-17,2,2016-12-31,2.16334103992257,0.975,"ili perc","quantile"
"HHS Region 1",2016-12-17,2,2016-12-31,2.28444815537016,0.99,"ili perc","quantile"
"HHS Region 1",2016-12-17,3,2017-01-07,0.356242593851631,0.01,"ili perc","quantile"
"HHS Region 1",2016-12-17,3,2017-01-07,0.474253963979539,0.025,"ili perc","quantile"
"HHS Region 1",2016-12-17,3,2017-01-07,0.543750165354355,0.05,"ili perc","quantile"
"HHS Region 1",2016-12-17,3,2017-01-07,0.596279812752952,0.1,"ili perc","quantile"
"HHS Region 1",2016-12-17,3,2017-01-07,0.657290969183729,0.15,"ili perc","quantile"
"HHS Region 1",2016-12-17,3,2017-01-07,0.770691991012616,0.2,"ili perc","quantile"
"HHS Region 1",2016-12-17,3,2017-01-07,0.831182114955946,0.25,"ili perc","quantile"
"HHS Region 1",2016-12-17,3,2017-01-07,0.856957954849913,0.3,"ili perc","quantile"
"HHS Region 1",2016-12-17,3,2017-01-07,0.910075732425961,0.35,"ili perc","quantile"
"HHS Region 1",2016-12-17,3,2017-01-07,0.929201573251523,0.4,"ili perc","quantile"
"HHS Region 1",2016-12-17,3,2017-01-07,0.963359360935715,0.45,"ili perc","quantile"
"HHS Region 1",2016-12-17,3,2017-01-07,1.05159437544288,0.5,"ili perc","quantile"
"HHS Region 1",2016-12-17,3,2017-01-07,1.10234264770263,0.55,"ili perc","quantile"
"HHS Region 1",2016-12-17,3,2017-01-07,1.19620040675894,0.6,"ili perc","quantile"
"HHS Region 1",2016-12-17,3,2017-01-07,1.3352966942671,0.65,"ili perc","quantile"
"HHS Region 1",2016-12-17,3,2017-01-07,1.45231694103354,0.7,"ili perc","quantile"
"HHS Region 1",2016-12-17,3,2017-01-07,1.51965535469654,0.75,"ili perc","quantile"
"HHS Region 1",2016-12-17,3,2017-01-07,1.62563842289176,0.8,"ili perc","quantile"
"HHS Region 1",2016-12-17,3,2017-01-07,1.66976130470975,0.85,"ili perc","quantile"
"HHS Region 1",2016-12-17,3,2017-01-07,1.80835973345,0.9,"ili perc","quantile"
"HHS Region 1",2016-12-17,3,2017-01-07,2.11907997899985,0.95,"ili perc","quantile"
