"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"HHS Region 1",2017-01-21,1,2017-01-28,1.06741001111326,0.01,"ili perc","quantile"
"HHS Region 1",2017-01-21,1,2017-01-28,1.08769401142752,0.025,"ili perc","quantile"
"HHS Region 1",2017-01-21,1,2017-01-28,1.3419893552251,0.05,"ili perc","quantile"
"HHS Region 1",2017-01-21,1,2017-01-28,1.50344858174839,0.1,"ili perc","quantile"
"HHS Region 1",2017-01-21,1,2017-01-28,1.56768153915098,0.15,"ili perc","quantile"
"HHS Region 1",2017-01-21,1,2017-01-28,1.59223834195512,0.2,"ili perc","quantile"
"HHS Region 1",2017-01-21,1,2017-01-28,1.66389918371818,0.25,"ili perc","quantile"
"HHS Region 1",2017-01-21,1,2017-01-28,1.70127487486448,0.3,"ili perc","quantile"
"HHS Region 1",2017-01-21,1,2017-01-28,1.72365996518384,0.35,"ili perc","quantile"
"HHS Region 1",2017-01-21,1,2017-01-28,1.7709395693534,0.4,"ili perc","quantile"
"HHS Region 1",2017-01-21,1,2017-01-28,1.84056509050874,0.45,"ili perc","quantile"
"HHS Region 1",2017-01-21,1,2017-01-28,1.88913952789566,0.5,"ili perc","quantile"
"HHS Region 1",2017-01-21,1,2017-01-28,1.92452928629821,0.55,"ili perc","quantile"
"HHS Region 1",2017-01-21,1,2017-01-28,1.94910390943438,0.6,"ili perc","quantile"
"HHS Region 1",2017-01-21,1,2017-01-28,1.98012166225589,0.65,"ili perc","quantile"
"HHS Region 1",2017-01-21,1,2017-01-28,2.02179104655219,0.7,"ili perc","quantile"
"HHS Region 1",2017-01-21,1,2017-01-28,2.09843908249833,0.75,"ili perc","quantile"
"HHS Region 1",2017-01-21,1,2017-01-28,2.11795620466623,0.8,"ili perc","quantile"
"HHS Region 1",2017-01-21,1,2017-01-28,2.22163073012647,0.85,"ili perc","quantile"
"HHS Region 1",2017-01-21,1,2017-01-28,2.28543364429263,0.9,"ili perc","quantile"
"HHS Region 1",2017-01-21,1,2017-01-28,2.57702411908096,0.95,"ili perc","quantile"
"HHS Region 1",2017-01-21,1,2017-01-28,2.82648909882633,0.975,"ili perc","quantile"
"HHS Region 1",2017-01-21,1,2017-01-28,2.95946612689547,0.99,"ili perc","quantile"
"HHS Region 1",2017-01-21,2,2017-02-04,0.695605339428495,0.01,"ili perc","quantile"
"HHS Region 1",2017-01-21,2,2017-02-04,0.863412607304362,0.025,"ili perc","quantile"
"HHS Region 1",2017-01-21,2,2017-02-04,1.06377277697529,0.05,"ili perc","quantile"
"HHS Region 1",2017-01-21,2,2017-02-04,1.23351625445538,0.1,"ili perc","quantile"
"HHS Region 1",2017-01-21,2,2017-02-04,1.35023076176319,0.15,"ili perc","quantile"
"HHS Region 1",2017-01-21,2,2017-02-04,1.47945759270486,0.2,"ili perc","quantile"
"HHS Region 1",2017-01-21,2,2017-02-04,1.51516424236941,0.25,"ili perc","quantile"
"HHS Region 1",2017-01-21,2,2017-02-04,1.57280895291831,0.3,"ili perc","quantile"
"HHS Region 1",2017-01-21,2,2017-02-04,1.64641940082415,0.35,"ili perc","quantile"
"HHS Region 1",2017-01-21,2,2017-02-04,1.69598992454092,0.4,"ili perc","quantile"
"HHS Region 1",2017-01-21,2,2017-02-04,1.76078991194966,0.45,"ili perc","quantile"
"HHS Region 1",2017-01-21,2,2017-02-04,1.80589348893964,0.5,"ili perc","quantile"
"HHS Region 1",2017-01-21,2,2017-02-04,1.88634008841688,0.55,"ili perc","quantile"
"HHS Region 1",2017-01-21,2,2017-02-04,1.936674915869,0.6,"ili perc","quantile"
"HHS Region 1",2017-01-21,2,2017-02-04,1.96207468036356,0.65,"ili perc","quantile"
"HHS Region 1",2017-01-21,2,2017-02-04,2.03210209369211,0.7,"ili perc","quantile"
"HHS Region 1",2017-01-21,2,2017-02-04,2.17855553281566,0.75,"ili perc","quantile"
"HHS Region 1",2017-01-21,2,2017-02-04,2.24758089918822,0.8,"ili perc","quantile"
"HHS Region 1",2017-01-21,2,2017-02-04,2.41906654478438,0.85,"ili perc","quantile"
"HHS Region 1",2017-01-21,2,2017-02-04,2.47773775879338,0.9,"ili perc","quantile"
"HHS Region 1",2017-01-21,2,2017-02-04,2.63529968421133,0.95,"ili perc","quantile"
"HHS Region 1",2017-01-21,2,2017-02-04,2.75401521681021,0.975,"ili perc","quantile"
"HHS Region 1",2017-01-21,2,2017-02-04,2.88641304565187,0.99,"ili perc","quantile"
"HHS Region 1",2017-01-21,3,2017-02-11,0.582162398830272,0.01,"ili perc","quantile"
"HHS Region 1",2017-01-21,3,2017-02-11,0.614897896457183,0.025,"ili perc","quantile"
"HHS Region 1",2017-01-21,3,2017-02-11,0.748577805508416,0.05,"ili perc","quantile"
"HHS Region 1",2017-01-21,3,2017-02-11,1.10655657544958,0.1,"ili perc","quantile"
"HHS Region 1",2017-01-21,3,2017-02-11,1.21561248865779,0.15,"ili perc","quantile"
"HHS Region 1",2017-01-21,3,2017-02-11,1.26236239910894,0.2,"ili perc","quantile"
"HHS Region 1",2017-01-21,3,2017-02-11,1.40637644871746,0.25,"ili perc","quantile"
"HHS Region 1",2017-01-21,3,2017-02-11,1.4638443757737,0.3,"ili perc","quantile"
"HHS Region 1",2017-01-21,3,2017-02-11,1.54595751322277,0.35,"ili perc","quantile"
"HHS Region 1",2017-01-21,3,2017-02-11,1.62099566429799,0.4,"ili perc","quantile"
"HHS Region 1",2017-01-21,3,2017-02-11,1.74357099370764,0.45,"ili perc","quantile"
"HHS Region 1",2017-01-21,3,2017-02-11,1.83831027636707,0.5,"ili perc","quantile"
"HHS Region 1",2017-01-21,3,2017-02-11,1.86356783298171,0.55,"ili perc","quantile"
"HHS Region 1",2017-01-21,3,2017-02-11,1.96262474473274,0.6,"ili perc","quantile"
"HHS Region 1",2017-01-21,3,2017-02-11,2.07703065486051,0.65,"ili perc","quantile"
"HHS Region 1",2017-01-21,3,2017-02-11,2.13111563907208,0.7,"ili perc","quantile"
"HHS Region 1",2017-01-21,3,2017-02-11,2.23143617452716,0.75,"ili perc","quantile"
"HHS Region 1",2017-01-21,3,2017-02-11,2.32990370703626,0.8,"ili perc","quantile"
