"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"HHS Region 1",2015-12-12,1,2015-12-19,0.248748171403614,0.01,"ili perc","quantile"
"HHS Region 1",2015-12-12,1,2015-12-19,0.49906741912691,0.025,"ili perc","quantile"
"HHS Region 1",2015-12-12,1,2015-12-19,0.539017564620263,0.05,"ili perc","quantile"
"HHS Region 1",2015-12-12,1,2015-12-19,0.58985046400719,0.1,"ili perc","quantile"
"HHS Region 1",2015-12-12,1,2015-12-19,0.612174188340814,0.15,"ili perc","quantile"
"HHS Region 1",2015-12-12,1,2015-12-19,0.628920520599466,0.2,"ili perc","quantile"
"HHS Region 1",2015-12-12,1,2015-12-19,0.662187790964554,0.25,"ili perc","quantile"
"HHS Region 1",2015-12-12,1,2015-12-19,0.686248345524734,0.3,"ili perc","quantile"
"HHS Region 1",2015-12-12,1,2015-12-19,0.693663529928439,0.35,"ili perc","quantile"
"HHS Region 1",2015-12-12,1,2015-12-19,0.722540855860147,0.4,"ili perc","quantile"
"HHS Region 1",2015-12-12,1,2015-12-19,0.752685964884131,0.45,"ili perc","quantile"
"HHS Region 1",2015-12-12,1,2015-12-19,0.76951232663569,0.5,"ili perc","quantile"
"HHS Region 1",2015-12-12,1,2015-12-19,0.790910306600863,0.55,"ili perc","quantile"
"HHS Region 1",2015-12-12,1,2015-12-19,0.824658104513072,0.6,"ili perc","quantile"
"HHS Region 1",2015-12-12,1,2015-12-19,0.855599537501158,0.65,"ili perc","quantile"
"HHS Region 1",2015-12-12,1,2015-12-19,0.873606760196098,0.7,"ili perc","quantile"
"HHS Region 1",2015-12-12,1,2015-12-19,0.923259123438361,0.75,"ili perc","quantile"
"HHS Region 1",2015-12-12,1,2015-12-19,0.95622031399132,0.8,"ili perc","quantile"
"HHS Region 1",2015-12-12,1,2015-12-19,1.03606108753401,0.85,"ili perc","quantile"
"HHS Region 1",2015-12-12,1,2015-12-19,1.18189399137419,0.9,"ili perc","quantile"
"HHS Region 1",2015-12-12,1,2015-12-19,1.32384931502071,0.95,"ili perc","quantile"
"HHS Region 1",2015-12-12,1,2015-12-19,1.4667111972315,0.975,"ili perc","quantile"
"HHS Region 1",2015-12-12,1,2015-12-19,1.82683625730718,0.99,"ili perc","quantile"
"HHS Region 1",2015-12-12,2,2015-12-26,0.284416793332961,0.01,"ili perc","quantile"
"HHS Region 1",2015-12-12,2,2015-12-26,0.384962891784028,0.025,"ili perc","quantile"
"HHS Region 1",2015-12-12,2,2015-12-26,0.435305604251863,0.05,"ili perc","quantile"
"HHS Region 1",2015-12-12,2,2015-12-26,0.476623881455461,0.1,"ili perc","quantile"
"HHS Region 1",2015-12-12,2,2015-12-26,0.56167456698712,0.15,"ili perc","quantile"
"HHS Region 1",2015-12-12,2,2015-12-26,0.639228122950881,0.2,"ili perc","quantile"
"HHS Region 1",2015-12-12,2,2015-12-26,0.662220138176955,0.25,"ili perc","quantile"
"HHS Region 1",2015-12-12,2,2015-12-26,0.670506385583716,0.3,"ili perc","quantile"
"HHS Region 1",2015-12-12,2,2015-12-26,0.682190941397424,0.35,"ili perc","quantile"
"HHS Region 1",2015-12-12,2,2015-12-26,0.728771628286899,0.4,"ili perc","quantile"
"HHS Region 1",2015-12-12,2,2015-12-26,0.772994478580606,0.45,"ili perc","quantile"
"HHS Region 1",2015-12-12,2,2015-12-26,0.801699570165417,0.5,"ili perc","quantile"
"HHS Region 1",2015-12-12,2,2015-12-26,0.825239932967911,0.55,"ili perc","quantile"
"HHS Region 1",2015-12-12,2,2015-12-26,0.848773959643476,0.6,"ili perc","quantile"
"HHS Region 1",2015-12-12,2,2015-12-26,0.891676334256786,0.65,"ili perc","quantile"
"HHS Region 1",2015-12-12,2,2015-12-26,0.9330532523407,0.7,"ili perc","quantile"
"HHS Region 1",2015-12-12,2,2015-12-26,0.978306335477062,0.75,"ili perc","quantile"
"HHS Region 1",2015-12-12,2,2015-12-26,1.0291909587914,0.8,"ili perc","quantile"
"HHS Region 1",2015-12-12,2,2015-12-26,1.09995120339149,0.85,"ili perc","quantile"
"HHS Region 1",2015-12-12,2,2015-12-26,1.26747971875958,0.9,"ili perc","quantile"
"HHS Region 1",2015-12-12,2,2015-12-26,1.62004468723352,0.95,"ili perc","quantile"
"HHS Region 1",2015-12-12,2,2015-12-26,1.746221393395,0.975,"ili perc","quantile"
"HHS Region 1",2015-12-12,2,2015-12-26,2.24993817149062,0.99,"ili perc","quantile"
"HHS Region 1",2015-12-12,3,2016-01-02,0.198067865817653,0.01,"ili perc","quantile"
"HHS Region 1",2015-12-12,3,2016-01-02,0.270279575964905,0.025,"ili perc","quantile"
"HHS Region 1",2015-12-12,3,2016-01-02,0.359548885953594,0.05,"ili perc","quantile"
"HHS Region 1",2015-12-12,3,2016-01-02,0.449156559773762,0.1,"ili perc","quantile"
"HHS Region 1",2015-12-12,3,2016-01-02,0.497432462169178,0.15,"ili perc","quantile"
"HHS Region 1",2015-12-12,3,2016-01-02,0.530867131801414,0.2,"ili perc","quantile"
"HHS Region 1",2015-12-12,3,2016-01-02,0.560420491062291,0.25,"ili perc","quantile"
"HHS Region 1",2015-12-12,3,2016-01-02,0.62425967532542,0.3,"ili perc","quantile"
"HHS Region 1",2015-12-12,3,2016-01-02,0.687597144508219,0.35,"ili perc","quantile"
"HHS Region 1",2015-12-12,3,2016-01-02,0.713589322674855,0.4,"ili perc","quantile"
"HHS Region 1",2015-12-12,3,2016-01-02,0.745002375354366,0.45,"ili perc","quantile"
"HHS Region 1",2015-12-12,3,2016-01-02,0.801305605298549,0.5,"ili perc","quantile"
"HHS Region 1",2015-12-12,3,2016-01-02,0.845053318880468,0.55,"ili perc","quantile"
"HHS Region 1",2015-12-12,3,2016-01-02,0.872169028635601,0.6,"ili perc","quantile"
"HHS Region 1",2015-12-12,3,2016-01-02,0.889790392299433,0.65,"ili perc","quantile"
"HHS Region 1",2015-12-12,3,2016-01-02,0.900196255570422,0.7,"ili perc","quantile"
"HHS Region 1",2015-12-12,3,2016-01-02,0.971712271693939,0.75,"ili perc","quantile"
"HHS Region 1",2015-12-12,3,2016-01-02,1.07682162810672,0.8,"ili perc","quantile"
"HHS Region 1",2015-12-12,3,2016-01-02,1.33271027934473,0.85,"ili perc","quantile"
"HHS Region 1",2015-12-12,3,2016-01-02,1.65982649237342,0.9,"ili perc","quantile"
"HHS Region 1",2015-12-12,3,2016-01-02,1.87042390527559,0.95,"ili perc","quantile"
"HHS Region 1",2015-12-12,3,2016-01-02,2.03879025049407,0.975,"ili perc","quantile"
"HHS Region 1",2015-12-12,3,2016-01-02,2.07068446691377,0.99,"ili perc","quantile"
"HHS Region 1",2015-12-12,4,2016-01-09,0.185785513391401,0.01,"ili perc","quantile"
"HHS Region 1",2015-12-12,4,2016-01-09,0.202414743469928,0.025,"ili perc","quantile"
