"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"HHS Region 1",2017-03-18,1,2017-03-25,1.18462077451344,0.01,"ili perc","quantile"
"HHS Region 1",2017-03-18,1,2017-03-25,1.21934906943223,0.025,"ili perc","quantile"
"HHS Region 1",2017-03-18,1,2017-03-25,1.43606410584758,0.05,"ili perc","quantile"
"HHS Region 1",2017-03-18,1,2017-03-25,1.75888305307255,0.1,"ili perc","quantile"
"HHS Region 1",2017-03-18,1,2017-03-25,1.81345877502787,0.15,"ili perc","quantile"
"HHS Region 1",2017-03-18,1,2017-03-25,1.89413966958733,0.2,"ili perc","quantile"
"HHS Region 1",2017-03-18,1,2017-03-25,1.92273891563743,0.25,"ili perc","quantile"
"HHS Region 1",2017-03-18,1,2017-03-25,2.01135339961839,0.3,"ili perc","quantile"
"HHS Region 1",2017-03-18,1,2017-03-25,2.04144570012648,0.35,"ili perc","quantile"
"HHS Region 1",2017-03-18,1,2017-03-25,2.10093803896139,0.4,"ili perc","quantile"
"HHS Region 1",2017-03-18,1,2017-03-25,2.15245291767775,0.45,"ili perc","quantile"
"HHS Region 1",2017-03-18,1,2017-03-25,2.17601966255486,0.5,"ili perc","quantile"
"HHS Region 1",2017-03-18,1,2017-03-25,2.23500474062856,0.55,"ili perc","quantile"
"HHS Region 1",2017-03-18,1,2017-03-25,2.2558639420923,0.6,"ili perc","quantile"
"HHS Region 1",2017-03-18,1,2017-03-25,2.33357232171425,0.65,"ili perc","quantile"
"HHS Region 1",2017-03-18,1,2017-03-25,2.39723610281039,0.7,"ili perc","quantile"
"HHS Region 1",2017-03-18,1,2017-03-25,2.44654228260651,0.75,"ili perc","quantile"
"HHS Region 1",2017-03-18,1,2017-03-25,2.56418424585535,0.8,"ili perc","quantile"
"HHS Region 1",2017-03-18,1,2017-03-25,2.67072097883489,0.85,"ili perc","quantile"
"HHS Region 1",2017-03-18,1,2017-03-25,2.86389816632077,0.9,"ili perc","quantile"
"HHS Region 1",2017-03-18,1,2017-03-25,3.28078080412524,0.95,"ili perc","quantile"
"HHS Region 1",2017-03-18,1,2017-03-25,3.71568983179856,0.975,"ili perc","quantile"
"HHS Region 1",2017-03-18,1,2017-03-25,4.62099807470308,0.99,"ili perc","quantile"
"HHS Region 1",2017-03-18,2,2017-04-01,0.781224063511897,0.01,"ili perc","quantile"
"HHS Region 1",2017-03-18,2,2017-04-01,0.940872220723102,0.025,"ili perc","quantile"
"HHS Region 1",2017-03-18,2,2017-04-01,1.16674069982504,0.05,"ili perc","quantile"
"HHS Region 1",2017-03-18,2,2017-04-01,1.37865201423281,0.1,"ili perc","quantile"
"HHS Region 1",2017-03-18,2,2017-04-01,1.59955311139684,0.15,"ili perc","quantile"
"HHS Region 1",2017-03-18,2,2017-04-01,1.80883504539852,0.2,"ili perc","quantile"
"HHS Region 1",2017-03-18,2,2017-04-01,1.84998003662089,0.25,"ili perc","quantile"
"HHS Region 1",2017-03-18,2,2017-04-01,1.89380029394617,0.3,"ili perc","quantile"
"HHS Region 1",2017-03-18,2,2017-04-01,1.94072425620583,0.35,"ili perc","quantile"
"HHS Region 1",2017-03-18,2,2017-04-01,2.01595444010184,0.4,"ili perc","quantile"
