"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"HHS Region 1",2016-01-16,1,2016-01-23,0.754717147692074,0.01,"ili perc","quantile"
"HHS Region 1",2016-01-16,1,2016-01-23,0.797352341489668,0.025,"ili perc","quantile"
"HHS Region 1",2016-01-16,1,2016-01-23,0.941710937770692,0.05,"ili perc","quantile"
"HHS Region 1",2016-01-16,1,2016-01-23,1.17465499198791,0.1,"ili perc","quantile"
"HHS Region 1",2016-01-16,1,2016-01-23,1.22486406774723,0.15,"ili perc","quantile"
"HHS Region 1",2016-01-16,1,2016-01-23,1.28642894229265,0.2,"ili perc","quantile"
"HHS Region 1",2016-01-16,1,2016-01-23,1.29764803864789,0.25,"ili perc","quantile"
"HHS Region 1",2016-01-16,1,2016-01-23,1.33825530527535,0.3,"ili perc","quantile"
"HHS Region 1",2016-01-16,1,2016-01-23,1.36112504851484,0.35,"ili perc","quantile"
"HHS Region 1",2016-01-16,1,2016-01-23,1.42025462452827,0.4,"ili perc","quantile"
"HHS Region 1",2016-01-16,1,2016-01-23,1.44156413393952,0.45,"ili perc","quantile"
"HHS Region 1",2016-01-16,1,2016-01-23,1.46165185789797,0.5,"ili perc","quantile"
"HHS Region 1",2016-01-16,1,2016-01-23,1.48914732939455,0.55,"ili perc","quantile"
"HHS Region 1",2016-01-16,1,2016-01-23,1.52029352147608,0.6,"ili perc","quantile"
"HHS Region 1",2016-01-16,1,2016-01-23,1.55291603309817,0.65,"ili perc","quantile"
"HHS Region 1",2016-01-16,1,2016-01-23,1.60394976219373,0.7,"ili perc","quantile"
"HHS Region 1",2016-01-16,1,2016-01-23,1.64449376904,0.75,"ili perc","quantile"
"HHS Region 1",2016-01-16,1,2016-01-23,1.67960520015755,0.8,"ili perc","quantile"
"HHS Region 1",2016-01-16,1,2016-01-23,1.70993461374809,0.85,"ili perc","quantile"
"HHS Region 1",2016-01-16,1,2016-01-23,1.76481407616224,0.9,"ili perc","quantile"
"HHS Region 1",2016-01-16,1,2016-01-23,1.93917264645165,0.95,"ili perc","quantile"
"HHS Region 1",2016-01-16,1,2016-01-23,2.07979327725019,0.975,"ili perc","quantile"
"HHS Region 1",2016-01-16,1,2016-01-23,2.50317584797363,0.99,"ili perc","quantile"
"HHS Region 1",2016-01-16,2,2016-01-30,0.46830035323665,0.01,"ili perc","quantile"
"HHS Region 1",2016-01-16,2,2016-01-30,0.538984170773735,0.025,"ili perc","quantile"
"HHS Region 1",2016-01-16,2,2016-01-30,0.707407069423016,0.05,"ili perc","quantile"
"HHS Region 1",2016-01-16,2,2016-01-30,0.920093592880298,0.1,"ili perc","quantile"
"HHS Region 1",2016-01-16,2,2016-01-30,0.970317758651568,0.15,"ili perc","quantile"
"HHS Region 1",2016-01-16,2,2016-01-30,1.02724504473457,0.2,"ili perc","quantile"
"HHS Region 1",2016-01-16,2,2016-01-30,1.09744757562241,0.25,"ili perc","quantile"
"HHS Region 1",2016-01-16,2,2016-01-30,1.20833206276108,0.3,"ili perc","quantile"
"HHS Region 1",2016-01-16,2,2016-01-30,1.26413938064842,0.35,"ili perc","quantile"
"HHS Region 1",2016-01-16,2,2016-01-30,1.32884823594451,0.4,"ili perc","quantile"
"HHS Region 1",2016-01-16,2,2016-01-30,1.35540174600601,0.45,"ili perc","quantile"
"HHS Region 1",2016-01-16,2,2016-01-30,1.37359688688423,0.5,"ili perc","quantile"
"HHS Region 1",2016-01-16,2,2016-01-30,1.40433962694454,0.55,"ili perc","quantile"
"HHS Region 1",2016-01-16,2,2016-01-30,1.42803418451341,0.6,"ili perc","quantile"
"HHS Region 1",2016-01-16,2,2016-01-30,1.49455333126363,0.65,"ili perc","quantile"
"HHS Region 1",2016-01-16,2,2016-01-30,1.5787762271973,0.7,"ili perc","quantile"
"HHS Region 1",2016-01-16,2,2016-01-30,1.65369144356332,0.75,"ili perc","quantile"
"HHS Region 1",2016-01-16,2,2016-01-30,1.70953677271451,0.8,"ili perc","quantile"
"HHS Region 1",2016-01-16,2,2016-01-30,1.78552643980666,0.85,"ili perc","quantile"
"HHS Region 1",2016-01-16,2,2016-01-30,1.81895849197536,0.9,"ili perc","quantile"
"HHS Region 1",2016-01-16,2,2016-01-30,1.92976876373146,0.95,"ili perc","quantile"
"HHS Region 1",2016-01-16,2,2016-01-30,2.06971944599611,0.975,"ili perc","quantile"
"HHS Region 1",2016-01-16,2,2016-01-30,2.23858289876926,0.99,"ili perc","quantile"
"HHS Region 1",2016-01-16,3,2016-02-06,0.523071998776549,0.01,"ili perc","quantile"
"HHS Region 1",2016-01-16,3,2016-02-06,0.562129198325623,0.025,"ili perc","quantile"
"HHS Region 1",2016-01-16,3,2016-02-06,0.626707105437258,0.05,"ili perc","quantile"
"HHS Region 1",2016-01-16,3,2016-02-06,0.72775751864845,0.1,"ili perc","quantile"
"HHS Region 1",2016-01-16,3,2016-02-06,0.890051918881338,0.15,"ili perc","quantile"
"HHS Region 1",2016-01-16,3,2016-02-06,0.941168627915142,0.2,"ili perc","quantile"
"HHS Region 1",2016-01-16,3,2016-02-06,0.974146444783178,0.25,"ili perc","quantile"
"HHS Region 1",2016-01-16,3,2016-02-06,1.01279514393044,0.3,"ili perc","quantile"
"HHS Region 1",2016-01-16,3,2016-02-06,1.10747475554291,0.35,"ili perc","quantile"
"HHS Region 1",2016-01-16,3,2016-02-06,1.18414477637206,0.4,"ili perc","quantile"
"HHS Region 1",2016-01-16,3,2016-02-06,1.24112375364655,0.45,"ili perc","quantile"
"HHS Region 1",2016-01-16,3,2016-02-06,1.28150414670554,0.5,"ili perc","quantile"
"HHS Region 1",2016-01-16,3,2016-02-06,1.34482605037481,0.55,"ili perc","quantile"
"HHS Region 1",2016-01-16,3,2016-02-06,1.41940873595907,0.6,"ili perc","quantile"
"HHS Region 1",2016-01-16,3,2016-02-06,1.48645794755835,0.65,"ili perc","quantile"
"HHS Region 1",2016-01-16,3,2016-02-06,1.54531270457076,0.7,"ili perc","quantile"
"HHS Region 1",2016-01-16,3,2016-02-06,1.65004368826469,0.75,"ili perc","quantile"
"HHS Region 1",2016-01-16,3,2016-02-06,1.7716183846768,0.8,"ili perc","quantile"
"HHS Region 1",2016-01-16,3,2016-02-06,1.82967989415758,0.85,"ili perc","quantile"
"HHS Region 1",2016-01-16,3,2016-02-06,1.94737229677825,0.9,"ili perc","quantile"
"HHS Region 1",2016-01-16,3,2016-02-06,2.14765024933631,0.95,"ili perc","quantile"
"HHS Region 1",2016-01-16,3,2016-02-06,2.19847454971721,0.975,"ili perc","quantile"
"HHS Region 1",2016-01-16,3,2016-02-06,2.34278246395194,0.99,"ili perc","quantile"
"HHS Region 1",2016-01-16,4,2016-02-13,0.351264770860564,0.01,"ili perc","quantile"
"HHS Region 1",2016-01-16,4,2016-02-13,0.443501776353947,0.025,"ili perc","quantile"
"HHS Region 1",2016-01-16,4,2016-02-13,0.565164515938278,0.05,"ili perc","quantile"
"HHS Region 1",2016-01-16,4,2016-02-13,0.677084441283095,0.1,"ili perc","quantile"
"HHS Region 1",2016-01-16,4,2016-02-13,0.752722999668003,0.15,"ili perc","quantile"
"HHS Region 1",2016-01-16,4,2016-02-13,0.851362270141219,0.2,"ili perc","quantile"
"HHS Region 1",2016-01-16,4,2016-02-13,0.896388433650254,0.25,"ili perc","quantile"
"HHS Region 1",2016-01-16,4,2016-02-13,0.936613617045519,0.3,"ili perc","quantile"
"HHS Region 1",2016-01-16,4,2016-02-13,0.991076309764177,0.35,"ili perc","quantile"
