"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"HHS Region 1",2017-01-28,1,2017-02-04,1.32084603968881,0.01,"ili perc","quantile"
"HHS Region 1",2017-01-28,1,2017-02-04,1.50932501189756,0.025,"ili perc","quantile"
"HHS Region 1",2017-01-28,1,2017-02-04,1.60505591534572,0.05,"ili perc","quantile"
"HHS Region 1",2017-01-28,1,2017-02-04,1.67260449558923,0.1,"ili perc","quantile"
"HHS Region 1",2017-01-28,1,2017-02-04,1.74258128404428,0.15,"ili perc","quantile"
"HHS Region 1",2017-01-28,1,2017-02-04,1.7767163664728,0.2,"ili perc","quantile"
"HHS Region 1",2017-01-28,1,2017-02-04,1.81464259880395,0.25,"ili perc","quantile"
"HHS Region 1",2017-01-28,1,2017-02-04,1.84425773738908,0.3,"ili perc","quantile"
"HHS Region 1",2017-01-28,1,2017-02-04,1.87902516708553,0.35,"ili perc","quantile"
"HHS Region 1",2017-01-28,1,2017-02-04,1.93430044969508,0.4,"ili perc","quantile"
"HHS Region 1",2017-01-28,1,2017-02-04,1.97412796916913,0.45,"ili perc","quantile"
"HHS Region 1",2017-01-28,1,2017-02-04,2.03179304143433,0.5,"ili perc","quantile"
"HHS Region 1",2017-01-28,1,2017-02-04,2.07183382550834,0.55,"ili perc","quantile"
"HHS Region 1",2017-01-28,1,2017-02-04,2.10224908715549,0.6,"ili perc","quantile"
"HHS Region 1",2017-01-28,1,2017-02-04,2.17264143781505,0.65,"ili perc","quantile"
"HHS Region 1",2017-01-28,1,2017-02-04,2.20597463838077,0.7,"ili perc","quantile"
"HHS Region 1",2017-01-28,1,2017-02-04,2.24060346775667,0.75,"ili perc","quantile"
"HHS Region 1",2017-01-28,1,2017-02-04,2.305155979718,0.8,"ili perc","quantile"
"HHS Region 1",2017-01-28,1,2017-02-04,2.40797791753901,0.85,"ili perc","quantile"
"HHS Region 1",2017-01-28,1,2017-02-04,2.49686585888274,0.9,"ili perc","quantile"
"HHS Region 1",2017-01-28,1,2017-02-04,2.60297987663534,0.95,"ili perc","quantile"
"HHS Region 1",2017-01-28,1,2017-02-04,2.74473269925044,0.975,"ili perc","quantile"
"HHS Region 1",2017-01-28,1,2017-02-04,2.97118604939777,0.99,"ili perc","quantile"
"HHS Region 1",2017-01-28,2,2017-02-11,1.14953696888537,0.01,"ili perc","quantile"
"HHS Region 1",2017-01-28,2,2017-02-11,1.19661451747244,0.025,"ili perc","quantile"
"HHS Region 1",2017-01-28,2,2017-02-11,1.22290641376209,0.05,"ili perc","quantile"
"HHS Region 1",2017-01-28,2,2017-02-11,1.42461342397454,0.1,"ili perc","quantile"
"HHS Region 1",2017-01-28,2,2017-02-11,1.55589997970957,0.15,"ili perc","quantile"
"HHS Region 1",2017-01-28,2,2017-02-11,1.65061310582871,0.2,"ili perc","quantile"
"HHS Region 1",2017-01-28,2,2017-02-11,1.67666734659877,0.25,"ili perc","quantile"
"HHS Region 1",2017-01-28,2,2017-02-11,1.70580333313381,0.3,"ili perc","quantile"
"HHS Region 1",2017-01-28,2,2017-02-11,1.7550951086739,0.35,"ili perc","quantile"
"HHS Region 1",2017-01-28,2,2017-02-11,1.79623950971591,0.4,"ili perc","quantile"
"HHS Region 1",2017-01-28,2,2017-02-11,1.83322900473663,0.45,"ili perc","quantile"
"HHS Region 1",2017-01-28,2,2017-02-11,1.89442586278891,0.5,"ili perc","quantile"
"HHS Region 1",2017-01-28,2,2017-02-11,1.92193723961742,0.55,"ili perc","quantile"
"HHS Region 1",2017-01-28,2,2017-02-11,1.98077259637344,0.6,"ili perc","quantile"
"HHS Region 1",2017-01-28,2,2017-02-11,2.05883197681177,0.65,"ili perc","quantile"
"HHS Region 1",2017-01-28,2,2017-02-11,2.13736803833849,0.7,"ili perc","quantile"
"HHS Region 1",2017-01-28,2,2017-02-11,2.18398468668909,0.75,"ili perc","quantile"
"HHS Region 1",2017-01-28,2,2017-02-11,2.29990700327279,0.8,"ili perc","quantile"
"HHS Region 1",2017-01-28,2,2017-02-11,2.33164556123814,0.85,"ili perc","quantile"
"HHS Region 1",2017-01-28,2,2017-02-11,2.46889477391532,0.9,"ili perc","quantile"
"HHS Region 1",2017-01-28,2,2017-02-11,2.777836290659,0.95,"ili perc","quantile"
