"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"HHS Region 1",2017-01-14,1,2017-01-21,0.917753043649926,0.01,"ili perc","quantile"
"HHS Region 1",2017-01-14,1,2017-01-21,1.04958795824567,0.025,"ili perc","quantile"
"HHS Region 1",2017-01-14,1,2017-01-21,1.20571935842007,0.05,"ili perc","quantile"
"HHS Region 1",2017-01-14,1,2017-01-21,1.32205166051797,0.1,"ili perc","quantile"
"HHS Region 1",2017-01-14,1,2017-01-21,1.35231847744736,0.15,"ili perc","quantile"
"HHS Region 1",2017-01-14,1,2017-01-21,1.37742740754114,0.2,"ili perc","quantile"
"HHS Region 1",2017-01-14,1,2017-01-21,1.42618762930086,0.25,"ili perc","quantile"
"HHS Region 1",2017-01-14,1,2017-01-21,1.45814704813646,0.3,"ili perc","quantile"
"HHS Region 1",2017-01-14,1,2017-01-21,1.47593982053319,0.35,"ili perc","quantile"
"HHS Region 1",2017-01-14,1,2017-01-21,1.50533963946824,0.4,"ili perc","quantile"
"HHS Region 1",2017-01-14,1,2017-01-21,1.52210958883157,0.45,"ili perc","quantile"
"HHS Region 1",2017-01-14,1,2017-01-21,1.54120713857277,0.5,"ili perc","quantile"
"HHS Region 1",2017-01-14,1,2017-01-21,1.55512862321334,0.55,"ili perc","quantile"
"HHS Region 1",2017-01-14,1,2017-01-21,1.61930910502224,0.6,"ili perc","quantile"
"HHS Region 1",2017-01-14,1,2017-01-21,1.66646688805042,0.65,"ili perc","quantile"
"HHS Region 1",2017-01-14,1,2017-01-21,1.6977829979712,0.7,"ili perc","quantile"
"HHS Region 1",2017-01-14,1,2017-01-21,1.73264764834411,0.75,"ili perc","quantile"
"HHS Region 1",2017-01-14,1,2017-01-21,1.7590843639178,0.8,"ili perc","quantile"
"HHS Region 1",2017-01-14,1,2017-01-21,1.81766123606893,0.85,"ili perc","quantile"
"HHS Region 1",2017-01-14,1,2017-01-21,1.87279338832135,0.9,"ili perc","quantile"
"HHS Region 1",2017-01-14,1,2017-01-21,2.17280826082828,0.95,"ili perc","quantile"
"HHS Region 1",2017-01-14,1,2017-01-21,2.43277536979016,0.975,"ili perc","quantile"
"HHS Region 1",2017-01-14,1,2017-01-21,2.65943810114973,0.99,"ili perc","quantile"
"HHS Region 1",2017-01-14,2,2017-01-28,0.795732263334819,0.01,"ili perc","quantile"
"HHS Region 1",2017-01-14,2,2017-01-28,0.848494545335353,0.025,"ili perc","quantile"
"HHS Region 1",2017-01-14,2,2017-01-28,0.955604520662406,0.05,"ili perc","quantile"
"HHS Region 1",2017-01-14,2,2017-01-28,1.0705962995644,0.1,"ili perc","quantile"
"HHS Region 1",2017-01-14,2,2017-01-28,1.12788752922021,0.15,"ili perc","quantile"
"HHS Region 1",2017-01-14,2,2017-01-28,1.14848234709216,0.2,"ili perc","quantile"
"HHS Region 1",2017-01-14,2,2017-01-28,1.23745062191971,0.25,"ili perc","quantile"
"HHS Region 1",2017-01-14,2,2017-01-28,1.3398928267253,0.3,"ili perc","quantile"
"HHS Region 1",2017-01-14,2,2017-01-28,1.41927046979237,0.35,"ili perc","quantile"
"HHS Region 1",2017-01-14,2,2017-01-28,1.45510136179813,0.4,"ili perc","quantile"
"HHS Region 1",2017-01-14,2,2017-01-28,1.51697357479956,0.45,"ili perc","quantile"
"HHS Region 1",2017-01-14,2,2017-01-28,1.5608068152655,0.5,"ili perc","quantile"
"HHS Region 1",2017-01-14,2,2017-01-28,1.60255157414845,0.55,"ili perc","quantile"
"HHS Region 1",2017-01-14,2,2017-01-28,1.66908599620529,0.6,"ili perc","quantile"
"HHS Region 1",2017-01-14,2,2017-01-28,1.71195711487211,0.65,"ili perc","quantile"
"HHS Region 1",2017-01-14,2,2017-01-28,1.76959918373797,0.7,"ili perc","quantile"
"HHS Region 1",2017-01-14,2,2017-01-28,1.79900507292371,0.75,"ili perc","quantile"
"HHS Region 1",2017-01-14,2,2017-01-28,1.87379296714738,0.8,"ili perc","quantile"
"HHS Region 1",2017-01-14,2,2017-01-28,1.96938320673295,0.85,"ili perc","quantile"
"HHS Region 1",2017-01-14,2,2017-01-28,2.05509771865503,0.9,"ili perc","quantile"
"HHS Region 1",2017-01-14,2,2017-01-28,2.16767183809613,0.95,"ili perc","quantile"
"HHS Region 1",2017-01-14,2,2017-01-28,2.37208038416679,0.975,"ili perc","quantile"
"HHS Region 1",2017-01-14,2,2017-01-28,3.19272880990443,0.99,"ili perc","quantile"
"HHS Region 1",2017-01-14,3,2017-02-04,0.672815560949959,0.01,"ili perc","quantile"
"HHS Region 1",2017-01-14,3,2017-02-04,0.690849470637329,0.025,"ili perc","quantile"
"HHS Region 1",2017-01-14,3,2017-02-04,0.781857382986047,0.05,"ili perc","quantile"
"HHS Region 1",2017-01-14,3,2017-02-04,0.892091958016356,0.1,"ili perc","quantile"
"HHS Region 1",2017-01-14,3,2017-02-04,1.01337828538332,0.15,"ili perc","quantile"
"HHS Region 1",2017-01-14,3,2017-02-04,1.05175606321773,0.2,"ili perc","quantile"
"HHS Region 1",2017-01-14,3,2017-02-04,1.11827996853162,0.25,"ili perc","quantile"
"HHS Region 1",2017-01-14,3,2017-02-04,1.17660784428571,0.3,"ili perc","quantile"
"HHS Region 1",2017-01-14,3,2017-02-04,1.24016112497488,0.35,"ili perc","quantile"
"HHS Region 1",2017-01-14,3,2017-02-04,1.29198357599087,0.4,"ili perc","quantile"
"HHS Region 1",2017-01-14,3,2017-02-04,1.36920117411556,0.45,"ili perc","quantile"
"HHS Region 1",2017-01-14,3,2017-02-04,1.43072487627681,0.5,"ili perc","quantile"
"HHS Region 1",2017-01-14,3,2017-02-04,1.48677848972712,0.55,"ili perc","quantile"
"HHS Region 1",2017-01-14,3,2017-02-04,1.52668532601947,0.6,"ili perc","quantile"
"HHS Region 1",2017-01-14,3,2017-02-04,1.59287745024243,0.65,"ili perc","quantile"
"HHS Region 1",2017-01-14,3,2017-02-04,1.63521221306493,0.7,"ili perc","quantile"
"HHS Region 1",2017-01-14,3,2017-02-04,1.69694986607424,0.75,"ili perc","quantile"
"HHS Region 1",2017-01-14,3,2017-02-04,1.85739632656061,0.8,"ili perc","quantile"
"HHS Region 1",2017-01-14,3,2017-02-04,2.02962858881648,0.85,"ili perc","quantile"
"HHS Region 1",2017-01-14,3,2017-02-04,2.11983249119153,0.9,"ili perc","quantile"
"HHS Region 1",2017-01-14,3,2017-02-04,2.2056165280859,0.95,"ili perc","quantile"
"HHS Region 1",2017-01-14,3,2017-02-04,2.46560168899888,0.975,"ili perc","quantile"
"HHS Region 1",2017-01-14,3,2017-02-04,2.71707367459152,0.99,"ili perc","quantile"
"HHS Region 1",2017-01-14,4,2017-02-11,0.532320829764211,0.01,"ili perc","quantile"
"HHS Region 1",2017-01-14,4,2017-02-11,0.595957559414404,0.025,"ili perc","quantile"
"HHS Region 1",2017-01-14,4,2017-02-11,0.700171961902389,0.05,"ili perc","quantile"
"HHS Region 1",2017-01-14,4,2017-02-11,0.775702159816897,0.1,"ili perc","quantile"
"HHS Region 1",2017-01-14,4,2017-02-11,0.91578018147344,0.15,"ili perc","quantile"
"HHS Region 1",2017-01-14,4,2017-02-11,0.986354105988864,0.2,"ili perc","quantile"
"HHS Region 1",2017-01-14,4,2017-02-11,1.06642643067607,0.25,"ili perc","quantile"
"HHS Region 1",2017-01-14,4,2017-02-11,1.11334679749363,0.3,"ili perc","quantile"
"HHS Region 1",2017-01-14,4,2017-02-11,1.17831402638663,0.35,"ili perc","quantile"
"HHS Region 1",2017-01-14,4,2017-02-11,1.20964048765441,0.4,"ili perc","quantile"
"HHS Region 1",2017-01-14,4,2017-02-11,1.24251188297929,0.45,"ili perc","quantile"
"HHS Region 1",2017-01-14,4,2017-02-11,1.28252848092231,0.5,"ili perc","quantile"
"HHS Region 1",2017-01-14,4,2017-02-11,1.37866198671365,0.55,"ili perc","quantile"
"HHS Region 1",2017-01-14,4,2017-02-11,1.4494975994841,0.6,"ili perc","quantile"
"HHS Region 1",2017-01-14,4,2017-02-11,1.5311044028465,0.65,"ili perc","quantile"
"HHS Region 1",2017-01-14,4,2017-02-11,1.69897046308578,0.7,"ili perc","quantile"
"HHS Region 1",2017-01-14,4,2017-02-11,1.81571290891807,0.75,"ili perc","quantile"
"HHS Region 1",2017-01-14,4,2017-02-11,1.89067630357986,0.8,"ili perc","quantile"
"HHS Region 1",2017-01-14,4,2017-02-11,2.03087847215112,0.85,"ili perc","quantile"
"HHS Region 1",2017-01-14,4,2017-02-11,2.12536063676432,0.9,"ili perc","quantile"
"HHS Region 1",2017-01-14,4,2017-02-11,2.24341434836267,0.95,"ili perc","quantile"
"HHS Region 1",2017-01-14,4,2017-02-11,2.51118279164144,0.975,"ili perc","quantile"
"HHS Region 1",2017-01-14,4,2017-02-11,2.67350883221309,0.99,"ili perc","quantile"
"HHS Region 10",2017-01-14,1,2017-01-21,0.208973990442647,0.01,"ili perc","quantile"
"HHS Region 10",2017-01-14,1,2017-01-21,1.12938470205804,0.025,"ili perc","quantile"
"HHS Region 10",2017-01-14,1,2017-01-21,1.62102425096657,0.05,"ili perc","quantile"
"HHS Region 10",2017-01-14,1,2017-01-21,1.77724513695254,0.1,"ili perc","quantile"
"HHS Region 10",2017-01-14,1,2017-01-21,1.97325975729462,0.15,"ili perc","quantile"
"HHS Region 10",2017-01-14,1,2017-01-21,2.02025340085944,0.2,"ili perc","quantile"
"HHS Region 10",2017-01-14,1,2017-01-21,2.12952353314737,0.25,"ili perc","quantile"
"HHS Region 10",2017-01-14,1,2017-01-21,2.1976122826126,0.3,"ili perc","quantile"
"HHS Region 10",2017-01-14,1,2017-01-21,2.30936850931387,0.35,"ili perc","quantile"
"HHS Region 10",2017-01-14,1,2017-01-21,2.40892149487248,0.4,"ili perc","quantile"
"HHS Region 10",2017-01-14,1,2017-01-21,2.45309302335025,0.45,"ili perc","quantile"
"HHS Region 10",2017-01-14,1,2017-01-21,2.55154089893746,0.5,"ili perc","quantile"
"HHS Region 10",2017-01-14,1,2017-01-21,2.61350237455772,0.55,"ili perc","quantile"
"HHS Region 10",2017-01-14,1,2017-01-21,2.69668916560836,0.6,"ili perc","quantile"
"HHS Region 10",2017-01-14,1,2017-01-21,2.8080594560238,0.65,"ili perc","quantile"
"HHS Region 10",2017-01-14,1,2017-01-21,2.84193843050791,0.7,"ili perc","quantile"
