"location","origin_date","target_end_date","horizon","quantile","output_type_id","value","target","output_type","region"
"HHS Region 1",2020-03-21,2020-03-28,1,"1%",0.01,2.23658125412226,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-21,2020-03-28,1,"2.5%",0.025,2.24992493135369,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-21,2020-03-28,1,"5%",0.05,2.41995511451569,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-21,2020-03-28,1,"10%",0.1,2.70038967890105,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-21,2020-03-28,1,"15%",0.15,2.78704441336845,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-21,2020-03-28,1,"20%",0.2,3.00225384255646,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-21,2020-03-28,1,"25%",0.25,3.22873966751627,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-21,2020-03-28,1,"30%",0.3,3.3088206803061,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-21,2020-03-28,1,"35%",0.35,3.42331075082052,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-21,2020-03-28,1,"40%",0.4,3.54266218276757,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-21,2020-03-28,1,"45%",0.45,3.71013967809427,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-21,2020-03-28,1,"50%",0.5,1277.55641746091,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-21,2020-03-28,1,"55%",0.55,1277.55641746091,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-21,2020-03-28,1,"60%",0.6,1277.55641746091,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-21,2020-03-28,1,"65%",0.65,1277.55641746091,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-21,2020-03-28,1,"70%",0.7,1277.55641746091,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-21,2020-03-28,1,"75%",0.75,1277.55641746091,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-21,2020-03-28,1,"80%",0.8,1277.55641746091,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-21,2020-03-28,1,"85%",0.85,1277.55641746091,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-21,2020-03-28,1,"90%",0.9,1277.55641746091,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-21,2020-03-28,1,"95%",0.95,1277.55641746091,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-21,2020-03-28,1,"97.5%",0.975,1277.55641746091,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-21,2020-03-28,1,"99%",0.99,1277.55641746091,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-21,2020-04-04,2,"1%",0.01,2.10104425212057,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-21,2020-04-04,2,"2.5%",0.025,2.12831428813365,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-21,2020-04-04,2,"5%",0.05,2.2971095007324,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-21,2020-04-04,2,"10%",0.1,2.58462540648964,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-21,2020-04-04,2,"15%",0.15,2.66605440705757,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-21,2020-04-04,2,"20%",0.2,2.88794673858501,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-21,2020-04-04,2,"25%",0.25,3.11066850637303,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-21,2020-04-04,2,"30%",0.3,3.20082553292559,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-21,2020-04-04,2,"35%",0.35,3.32723103300714,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-21,2020-04-04,2,"40%",0.4,3.44626630408459,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-21,2020-04-04,2,"45%",0.45,3.62321771105564,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-21,2020-04-04,2,"50%",0.5,994.88744751731,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-21,2020-04-04,2,"55%",0.55,994.88744751731,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-21,2020-04-04,2,"60%",0.6,994.88744751731,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-21,2020-04-04,2,"65%",0.65,994.88744751731,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-21,2020-04-04,2,"70%",0.7,994.88744751731,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-21,2020-04-04,2,"75%",0.75,994.88744751731,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-21,2020-04-04,2,"80%",0.8,994.88744751731,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-21,2020-04-04,2,"85%",0.85,994.88744751731,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-21,2020-04-04,2,"90%",0.9,994.88744751731,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-21,2020-04-04,2,"95%",0.95,994.88744751731,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-21,2020-04-04,2,"97.5%",0.975,994.88744751731,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-21,2020-04-04,2,"99%",0.99,994.88744751731,"ili perc","quantile","hhs1"
