"location","origin_date","target_end_date","horizon","quantile","output_type_id","value","target","output_type","region"
"HHS Region 1",2017-05-06,2017-05-13,1,"1%",0.01,0.359574451908135,"ili perc","quantile","hhs1"
"HHS Region 1",2017-05-06,2017-05-13,1,"2.5%",0.025,0.359574451908135,"ili perc","quantile","hhs1"
"HHS Region 1",2017-05-06,2017-05-13,1,"5%",0.05,0.477848351570736,"ili perc","quantile","hhs1"
"HHS Region 1",2017-05-06,2017-05-13,1,"10%",0.1,0.539558531263755,"ili perc","quantile","hhs1"
"HHS Region 1",2017-05-06,2017-05-13,1,"15%",0.15,0.591893974413661,"ili perc","quantile","hhs1"
"HHS Region 1",2017-05-06,2017-05-13,1,"20%",0.2,0.60403151932253,"ili perc","quantile","hhs1"
"HHS Region 1",2017-05-06,2017-05-13,1,"25%",0.25,0.610404999623085,"ili perc","quantile","hhs1"
"HHS Region 1",2017-05-06,2017-05-13,1,"30%",0.3,0.610404999623085,"ili perc","quantile","hhs1"
"HHS Region 1",2017-05-06,2017-05-13,1,"35%",0.35,0.610404999623085,"ili perc","quantile","hhs1"
"HHS Region 1",2017-05-06,2017-05-13,1,"40%",0.4,0.610404999623085,"ili perc","quantile","hhs1"
"HHS Region 1",2017-05-06,2017-05-13,1,"45%",0.45,0.62742639151718,"ili perc","quantile","hhs1"
"HHS Region 1",2017-05-06,2017-05-13,1,"50%",0.5,0.62742639151718,"ili perc","quantile","hhs1"
"HHS Region 1",2017-05-06,2017-05-13,1,"55%",0.55,0.62742639151718,"ili perc","quantile","hhs1"
"HHS Region 1",2017-05-06,2017-05-13,1,"60%",0.6,0.62742639151718,"ili perc","quantile","hhs1"
"HHS Region 1",2017-05-06,2017-05-13,1,"65%",0.65,0.62742639151718,"ili perc","quantile","hhs1"
"HHS Region 1",2017-05-06,2017-05-13,1,"70%",0.7,0.62742639151718,"ili perc","quantile","hhs1"
"HHS Region 1",2017-05-06,2017-05-13,1,"75%",0.75,0.62742639151718,"ili perc","quantile","hhs1"
"HHS Region 1",2017-05-06,2017-05-13,1,"80%",0.8,0.62742639151718,"ili perc","quantile","hhs1"
"HHS Region 1",2017-05-06,2017-05-13,1,"85%",0.85,0.62742639151718,"ili perc","quantile","hhs1"
"HHS Region 1",2017-05-06,2017-05-13,1,"90%",0.9,0.62742639151718,"ili perc","quantile","hhs1"
"HHS Region 1",2017-05-06,2017-05-13,1,"95%",0.95,0.628336429222669,"ili perc","quantile","hhs1"
"HHS Region 1",2017-05-06,2017-05-13,1,"97.5%",0.975,0.795113862629941,"ili perc","quantile","hhs1"
"HHS Region 1",2017-05-06,2017-05-13,1,"99%",0.99,0.878290424964257,"ili perc","quantile","hhs1"
"HHS Region 1",2017-05-06,2017-05-20,2,"1%",0.01,0.348031098151794,"ili perc","quantile","hhs1"
"HHS Region 1",2017-05-06,2017-05-20,2,"2.5%",0.025,0.348031098151794,"ili perc","quantile","hhs1"
"HHS Region 1",2017-05-06,2017-05-20,2,"5%",0.05,0.454876239754498,"ili perc","quantile","hhs1"
"HHS Region 1",2017-05-06,2017-05-20,2,"10%",0.1,0.47495991600199,"ili perc","quantile","hhs1"
"HHS Region 1",2017-05-06,2017-05-20,2,"15%",0.15,0.47495991600199,"ili perc","quantile","hhs1"
"HHS Region 1",2017-05-06,2017-05-20,2,"20%",0.2,0.47495991600199,"ili perc","quantile","hhs1"
"HHS Region 1",2017-05-06,2017-05-20,2,"25%",0.25,0.47495991600199,"ili perc","quantile","hhs1"
"HHS Region 1",2017-05-06,2017-05-20,2,"30%",0.3,0.47495991600199,"ili perc","quantile","hhs1"
"HHS Region 1",2017-05-06,2017-05-20,2,"35%",0.35,0.47495991600199,"ili perc","quantile","hhs1"
"HHS Region 1",2017-05-06,2017-05-20,2,"40%",0.4,0.47495991600199,"ili perc","quantile","hhs1"
"HHS Region 1",2017-05-06,2017-05-20,2,"45%",0.45,0.47495991600199,"ili perc","quantile","hhs1"
"HHS Region 1",2017-05-06,2017-05-20,2,"50%",0.5,0.47495991600199,"ili perc","quantile","hhs1"
"HHS Region 1",2017-05-06,2017-05-20,2,"55%",0.55,0.574907603305338,"ili perc","quantile","hhs1"
"HHS Region 1",2017-05-06,2017-05-20,2,"60%",0.6,0.577824470176042,"ili perc","quantile","hhs1"
"HHS Region 1",2017-05-06,2017-05-20,2,"65%",0.65,0.57994132794639,"ili perc","quantile","hhs1"
"HHS Region 1",2017-05-06,2017-05-20,2,"70%",0.7,0.587476337708002,"ili perc","quantile","hhs1"
"HHS Region 1",2017-05-06,2017-05-20,2,"75%",0.75,0.609395653523065,"ili perc","quantile","hhs1"
"HHS Region 1",2017-05-06,2017-05-20,2,"80%",0.8,0.617940401994638,"ili perc","quantile","hhs1"
"HHS Region 1",2017-05-06,2017-05-20,2,"85%",0.85,0.627810505959766,"ili perc","quantile","hhs1"
"HHS Region 1",2017-05-06,2017-05-20,2,"90%",0.9,0.663211912706245,"ili perc","quantile","hhs1"
"HHS Region 1",2017-05-06,2017-05-20,2,"95%",0.95,0.745204916431955,"ili perc","quantile","hhs1"
"HHS Region 1",2017-05-06,2017-05-20,2,"97.5%",0.975,0.899596696829651,"ili perc","quantile","hhs1"
