"location","origin_date","target_end_date","horizon","quantile","output_type_id","value","target","output_type","region"
"HHS Region 1",2016-12-03,2016-12-10,1,"1%",0.01,0.484611371544207,"ili perc","quantile","hhs1"
"HHS Region 1",2016-12-03,2016-12-10,1,"2.5%",0.025,0.484611371544207,"ili perc","quantile","hhs1"
"HHS Region 1",2016-12-03,2016-12-10,1,"5%",0.05,0.484611371544207,"ili perc","quantile","hhs1"
"HHS Region 1",2016-12-03,2016-12-10,1,"10%",0.1,0.484611371544207,"ili perc","quantile","hhs1"
"HHS Region 1",2016-12-03,2016-12-10,1,"15%",0.15,0.484611371544207,"ili perc","quantile","hhs1"
"HHS Region 1",2016-12-03,2016-12-10,1,"20%",0.2,0.484611371544207,"ili perc","quantile","hhs1"
"HHS Region 1",2016-12-03,2016-12-10,1,"25%",0.25,0.484611371544207,"ili perc","quantile","hhs1"
"HHS Region 1",2016-12-03,2016-12-10,1,"30%",0.3,0.484611371544207,"ili perc","quantile","hhs1"
"HHS Region 1",2016-12-03,2016-12-10,1,"35%",0.35,0.484611371544207,"ili perc","quantile","hhs1"
"HHS Region 1",2016-12-03,2016-12-10,1,"40%",0.4,0.484611371544207,"ili perc","quantile","hhs1"
"HHS Region 1",2016-12-03,2016-12-10,1,"45%",0.45,0.484611371544207,"ili perc","quantile","hhs1"
"HHS Region 1",2016-12-03,2016-12-10,1,"50%",0.5,0.484611371544207,"ili perc","quantile","hhs1"
"HHS Region 1",2016-12-03,2016-12-10,1,"55%",0.55,1.3860253276528,"ili perc","quantile","hhs1"
"HHS Region 1",2016-12-03,2016-12-10,1,"60%",0.6,1.39261203852165,"ili perc","quantile","hhs1"
"HHS Region 1",2016-12-03,2016-12-10,1,"65%",0.65,1.43149289769715,"ili perc","quantile","hhs1"
"HHS Region 1",2016-12-03,2016-12-10,1,"70%",0.7,1.47069703089328,"ili perc","quantile","hhs1"
"HHS Region 1",2016-12-03,2016-12-10,1,"75%",0.75,1.54519339717018,"ili perc","quantile","hhs1"
"HHS Region 1",2016-12-03,2016-12-10,1,"80%",0.8,1.6048403687242,"ili perc","quantile","hhs1"
"HHS Region 1",2016-12-03,2016-12-10,1,"85%",0.85,1.6048403687242,"ili perc","quantile","hhs1"
"HHS Region 1",2016-12-03,2016-12-10,1,"90%",0.9,1.66065523261105,"ili perc","quantile","hhs1"
"HHS Region 1",2016-12-03,2016-12-10,1,"95%",0.95,1.77669321839783,"ili perc","quantile","hhs1"
