"location","origin_date","target_end_date","horizon","quantile","output_type_id","value","target","output_type","region"
"HHS Region 1",2018-03-03,2018-03-10,1,"1%",0.01,1.64944373608373,"ili perc","quantile","hhs1"
"HHS Region 1",2018-03-03,2018-03-10,1,"2.5%",0.025,1.64944373608373,"ili perc","quantile","hhs1"
"HHS Region 1",2018-03-03,2018-03-10,1,"5%",0.05,1.64944373608373,"ili perc","quantile","hhs1"
"HHS Region 1",2018-03-03,2018-03-10,1,"10%",0.1,1.80910754265727,"ili perc","quantile","hhs1"
"HHS Region 1",2018-03-03,2018-03-10,1,"15%",0.15,1.87796519859451,"ili perc","quantile","hhs1"
"HHS Region 1",2018-03-03,2018-03-10,1,"20%",0.2,1.97917372843487,"ili perc","quantile","hhs1"
"HHS Region 1",2018-03-03,2018-03-10,1,"25%",0.25,2.09356837471075,"ili perc","quantile","hhs1"
"HHS Region 1",2018-03-03,2018-03-10,1,"30%",0.3,2.09356837471075,"ili perc","quantile","hhs1"
"HHS Region 1",2018-03-03,2018-03-10,1,"35%",0.35,2.09356837471075,"ili perc","quantile","hhs1"
"HHS Region 1",2018-03-03,2018-03-10,1,"40%",0.4,2.13913521088273,"ili perc","quantile","hhs1"
"HHS Region 1",2018-03-03,2018-03-10,1,"45%",0.45,2.2583436491869,"ili perc","quantile","hhs1"
"HHS Region 1",2018-03-03,2018-03-10,1,"50%",0.5,93.3158694304141,"ili perc","quantile","hhs1"
"HHS Region 1",2018-03-03,2018-03-10,1,"55%",0.55,93.3158694304141,"ili perc","quantile","hhs1"
"HHS Region 1",2018-03-03,2018-03-10,1,"60%",0.6,93.3158694304141,"ili perc","quantile","hhs1"
"HHS Region 1",2018-03-03,2018-03-10,1,"65%",0.65,93.3158694304141,"ili perc","quantile","hhs1"
"HHS Region 1",2018-03-03,2018-03-10,1,"70%",0.7,93.3158694304141,"ili perc","quantile","hhs1"
"HHS Region 1",2018-03-03,2018-03-10,1,"75%",0.75,93.3158694304141,"ili perc","quantile","hhs1"
"HHS Region 1",2018-03-03,2018-03-10,1,"80%",0.8,93.3158694304141,"ili perc","quantile","hhs1"
"HHS Region 1",2018-03-03,2018-03-10,1,"85%",0.85,93.3158694304141,"ili perc","quantile","hhs1"
"HHS Region 1",2018-03-03,2018-03-10,1,"90%",0.9,93.3158694304141,"ili perc","quantile","hhs1"
"HHS Region 1",2018-03-03,2018-03-10,1,"95%",0.95,93.3158694304141,"ili perc","quantile","hhs1"
"HHS Region 1",2018-03-03,2018-03-10,1,"97.5%",0.975,93.3158694304141,"ili perc","quantile","hhs1"
"HHS Region 1",2018-03-03,2018-03-10,1,"99%",0.99,93.3158694304141,"ili perc","quantile","hhs1"
"HHS Region 1",2018-03-03,2018-03-17,2,"1%",0.01,1.62895393560629,"ili perc","quantile","hhs1"
"HHS Region 1",2018-03-03,2018-03-17,2,"2.5%",0.025,1.62895393560629,"ili perc","quantile","hhs1"
"HHS Region 1",2018-03-03,2018-03-17,2,"5%",0.05,1.62895393560629,"ili perc","quantile","hhs1"
"HHS Region 1",2018-03-03,2018-03-17,2,"10%",0.1,1.7649826386688,"ili perc","quantile","hhs1"
"HHS Region 1",2018-03-03,2018-03-17,2,"15%",0.15,1.82792472822042,"ili perc","quantile","hhs1"
"HHS Region 1",2018-03-03,2018-03-17,2,"20%",0.2,1.93358293740717,"ili perc","quantile","hhs1"
"HHS Region 1",2018-03-03,2018-03-17,2,"25%",0.25,2.05144261170273,"ili perc","quantile","hhs1"
"HHS Region 1",2018-03-03,2018-03-17,2,"30%",0.3,2.05144261170273,"ili perc","quantile","hhs1"
"HHS Region 1",2018-03-03,2018-03-17,2,"35%",0.35,2.05144261170273,"ili perc","quantile","hhs1"
"HHS Region 1",2018-03-03,2018-03-17,2,"40%",0.4,2.10537462129417,"ili perc","quantile","hhs1"
"HHS Region 1",2018-03-03,2018-03-17,2,"45%",0.45,2.22604380528917,"ili perc","quantile","hhs1"
"HHS Region 1",2018-03-03,2018-03-17,2,"50%",0.5,80.1256828069295,"ili perc","quantile","hhs1"
"HHS Region 1",2018-03-03,2018-03-17,2,"55%",0.55,80.1256828069295,"ili perc","quantile","hhs1"
"HHS Region 1",2018-03-03,2018-03-17,2,"60%",0.6,80.1256828069295,"ili perc","quantile","hhs1"
"HHS Region 1",2018-03-03,2018-03-17,2,"65%",0.65,80.1256828069295,"ili perc","quantile","hhs1"
"HHS Region 1",2018-03-03,2018-03-17,2,"70%",0.7,80.1256828069295,"ili perc","quantile","hhs1"
"HHS Region 1",2018-03-03,2018-03-17,2,"75%",0.75,80.1256828069295,"ili perc","quantile","hhs1"
"HHS Region 1",2018-03-03,2018-03-17,2,"80%",0.8,80.1256828069295,"ili perc","quantile","hhs1"
"HHS Region 1",2018-03-03,2018-03-17,2,"85%",0.85,80.1256828069295,"ili perc","quantile","hhs1"
"HHS Region 1",2018-03-03,2018-03-17,2,"90%",0.9,80.1256828069295,"ili perc","quantile","hhs1"
"HHS Region 1",2018-03-03,2018-03-17,2,"95%",0.95,80.1256828069295,"ili perc","quantile","hhs1"
