"location","origin_date","target_end_date","horizon","quantile","output_type_id","value","target","output_type","region"
"HHS Region 1",2018-04-07,2018-04-14,1,"1%",0.01,0.748756038625855,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-07,2018-04-14,1,"2.5%",0.025,0.77752353876528,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-07,2018-04-14,1,"5%",0.05,0.915763426389823,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-07,2018-04-14,1,"10%",0.1,1.05071418999869,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-07,2018-04-14,1,"15%",0.15,1.12156224232905,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-07,2018-04-14,1,"20%",0.2,1.18187643444229,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-07,2018-04-14,1,"25%",0.25,1.26497030702678,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-07,2018-04-14,1,"30%",0.3,1.29076283562303,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-07,2018-04-14,1,"35%",0.35,1.30362389172955,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-07,2018-04-14,1,"40%",0.4,1.37294441977594,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-07,2018-04-14,1,"45%",0.45,1.44448822986184,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-07,2018-04-14,1,"50%",0.5,15.166644814768,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-07,2018-04-14,1,"55%",0.55,15.166644814768,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-07,2018-04-14,1,"60%",0.6,15.166644814768,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-07,2018-04-14,1,"65%",0.65,15.166644814768,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-07,2018-04-14,1,"70%",0.7,15.166644814768,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-07,2018-04-14,1,"75%",0.75,15.166644814768,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-07,2018-04-14,1,"80%",0.8,15.166644814768,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-07,2018-04-14,1,"85%",0.85,15.166644814768,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-07,2018-04-14,1,"90%",0.9,15.166644814768,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-07,2018-04-14,1,"95%",0.95,15.166644814768,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-07,2018-04-14,1,"97.5%",0.975,15.166644814768,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-07,2018-04-14,1,"99%",0.99,15.166644814768,"ili perc","quantile","hhs1"
