"location","origin_date","target_end_date","horizon","quantile","output_type_id","value","target","output_type","region"
"HHS Region 1",2017-11-11,2017-11-18,1,"1%",0.01,0.876291128175555,"ili perc","quantile","hhs1"
"HHS Region 1",2017-11-11,2017-11-18,1,"2.5%",0.025,0.87918167230553,"ili perc","quantile","hhs1"
"HHS Region 1",2017-11-11,2017-11-18,1,"5%",0.05,0.947659253683909,"ili perc","quantile","hhs1"
"HHS Region 1",2017-11-11,2017-11-18,1,"10%",0.1,1.03957779276969,"ili perc","quantile","hhs1"
"HHS Region 1",2017-11-11,2017-11-18,1,"15%",0.15,1.09402382809466,"ili perc","quantile","hhs1"
"HHS Region 1",2017-11-11,2017-11-18,1,"20%",0.2,1.15630021542018,"ili perc","quantile","hhs1"
"HHS Region 1",2017-11-11,2017-11-18,1,"25%",0.25,1.22190542174032,"ili perc","quantile","hhs1"
"HHS Region 1",2017-11-11,2017-11-18,1,"30%",0.3,1.25455866017488,"ili perc","quantile","hhs1"
"HHS Region 1",2017-11-11,2017-11-18,1,"35%",0.35,1.27283347559989,"ili perc","quantile","hhs1"
"HHS Region 1",2017-11-11,2017-11-18,1,"40%",0.4,1.30257259486462,"ili perc","quantile","hhs1"
"HHS Region 1",2017-11-11,2017-11-18,1,"45%",0.45,1.36123145875804,"ili perc","quantile","hhs1"
"HHS Region 1",2017-11-11,2017-11-18,1,"50%",0.5,2.29963071566878,"ili perc","quantile","hhs1"
"HHS Region 1",2017-11-11,2017-11-18,1,"55%",0.55,2.29963071566878,"ili perc","quantile","hhs1"
"HHS Region 1",2017-11-11,2017-11-18,1,"60%",0.6,2.29963071566878,"ili perc","quantile","hhs1"
"HHS Region 1",2017-11-11,2017-11-18,1,"65%",0.65,2.29963071566878,"ili perc","quantile","hhs1"
"HHS Region 1",2017-11-11,2017-11-18,1,"70%",0.7,2.29963071566878,"ili perc","quantile","hhs1"
"HHS Region 1",2017-11-11,2017-11-18,1,"75%",0.75,2.29963071566878,"ili perc","quantile","hhs1"
"HHS Region 1",2017-11-11,2017-11-18,1,"80%",0.8,2.29963071566878,"ili perc","quantile","hhs1"
"HHS Region 1",2017-11-11,2017-11-18,1,"85%",0.85,2.29963071566878,"ili perc","quantile","hhs1"
"HHS Region 1",2017-11-11,2017-11-18,1,"90%",0.9,2.29963071566878,"ili perc","quantile","hhs1"
"HHS Region 1",2017-11-11,2017-11-18,1,"95%",0.95,2.29963071566878,"ili perc","quantile","hhs1"
"HHS Region 1",2017-11-11,2017-11-18,1,"97.5%",0.975,2.29963071566878,"ili perc","quantile","hhs1"
"HHS Region 1",2017-11-11,2017-11-18,1,"99%",0.99,2.29963071566878,"ili perc","quantile","hhs1"
"HHS Region 1",2017-11-11,2017-11-25,2,"1%",0.01,0.856451889944883,"ili perc","quantile","hhs1"
"HHS Region 1",2017-11-11,2017-11-25,2,"2.5%",0.025,0.876273666658254,"ili perc","quantile","hhs1"
"HHS Region 1",2017-11-11,2017-11-25,2,"5%",0.05,0.924831990565292,"ili perc","quantile","hhs1"
"HHS Region 1",2017-11-11,2017-11-25,2,"10%",0.1,0.999027817853113,"ili perc","quantile","hhs1"
"HHS Region 1",2017-11-11,2017-11-25,2,"15%",0.15,1.04752386295173,"ili perc","quantile","hhs1"
"HHS Region 1",2017-11-11,2017-11-25,2,"20%",0.2,1.11413848791247,"ili perc","quantile","hhs1"
"HHS Region 1",2017-11-11,2017-11-25,2,"25%",0.25,1.17609511753976,"ili perc","quantile","hhs1"
"HHS Region 1",2017-11-11,2017-11-25,2,"30%",0.3,1.21202294765638,"ili perc","quantile","hhs1"
"HHS Region 1",2017-11-11,2017-11-25,2,"35%",0.35,1.24457140374699,"ili perc","quantile","hhs1"
"HHS Region 1",2017-11-11,2017-11-25,2,"40%",0.4,1.27193761513051,"ili perc","quantile","hhs1"
