"location","origin_date","target_end_date","horizon","quantile","output_type_id","value","target","output_type","region"
"HHS Region 1",2020-05-02,2020-05-09,1,"1%",0.01,0.658685796320765,"ili perc","quantile","hhs1"
"HHS Region 1",2020-05-02,2020-05-09,1,"2.5%",0.025,0.658685796320765,"ili perc","quantile","hhs1"
"HHS Region 1",2020-05-02,2020-05-09,1,"5%",0.05,0.723233217121823,"ili perc","quantile","hhs1"
"HHS Region 1",2020-05-02,2020-05-09,1,"10%",0.1,0.823579512242782,"ili perc","quantile","hhs1"
"HHS Region 1",2020-05-02,2020-05-09,1,"15%",0.15,0.8724178038091,"ili perc","quantile","hhs1"
"HHS Region 1",2020-05-02,2020-05-09,1,"20%",0.2,0.911030219633856,"ili perc","quantile","hhs1"
"HHS Region 1",2020-05-02,2020-05-09,1,"25%",0.25,0.9255752382673,"ili perc","quantile","hhs1"
"HHS Region 1",2020-05-02,2020-05-09,1,"30%",0.3,0.9255752382673,"ili perc","quantile","hhs1"
"HHS Region 1",2020-05-02,2020-05-09,1,"35%",0.35,0.9255752382673,"ili perc","quantile","hhs1"
"HHS Region 1",2020-05-02,2020-05-09,1,"40%",0.4,0.9255752382673,"ili perc","quantile","hhs1"
"HHS Region 1",2020-05-02,2020-05-09,1,"45%",0.45,0.97955609118932,"ili perc","quantile","hhs1"
"HHS Region 1",2020-05-02,2020-05-09,1,"50%",0.5,5.89072324010505,"ili perc","quantile","hhs1"
"HHS Region 1",2020-05-02,2020-05-09,1,"55%",0.55,5.89072324010505,"ili perc","quantile","hhs1"
"HHS Region 1",2020-05-02,2020-05-09,1,"60%",0.6,5.89072324010505,"ili perc","quantile","hhs1"
"HHS Region 1",2020-05-02,2020-05-09,1,"65%",0.65,5.89072324010505,"ili perc","quantile","hhs1"
"HHS Region 1",2020-05-02,2020-05-09,1,"70%",0.7,5.89072324010505,"ili perc","quantile","hhs1"
"HHS Region 1",2020-05-02,2020-05-09,1,"75%",0.75,5.89072324010505,"ili perc","quantile","hhs1"
