"location","origin_date","target_end_date","horizon","quantile","output_type_id","value","target","output_type","region"
"HHS Region 1",2017-12-16,2017-12-23,1,"1%",0.01,1.26198373776034,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-23,1,"2.5%",0.025,1.30140586989118,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-23,1,"5%",0.05,1.37936748965772,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-23,1,"10%",0.1,1.53007352688571,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-23,1,"15%",0.15,1.60495551292651,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-23,1,"20%",0.2,1.71027873601792,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-23,1,"25%",0.25,1.82813447641959,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-23,1,"30%",0.3,1.88644000538126,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-23,1,"35%",0.35,1.9469780485527,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-23,1,"40%",0.4,2.02158928502033,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-23,1,"45%",0.45,2.11988191717079,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-23,1,"50%",0.5,20.752152843459,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-23,1,"55%",0.55,20.752152843459,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-23,1,"60%",0.6,20.752152843459,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-23,1,"65%",0.65,20.752152843459,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-23,1,"70%",0.7,20.752152843459,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-23,1,"75%",0.75,20.752152843459,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-23,1,"80%",0.8,20.752152843459,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-23,1,"85%",0.85,20.752152843459,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-23,1,"90%",0.9,20.752152843459,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-23,1,"95%",0.95,20.752152843459,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-23,1,"97.5%",0.975,20.752152843459,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-23,1,"99%",0.99,20.752152843459,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-30,2,"1%",0.01,1.24087757619987,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-30,2,"2.5%",0.025,1.29719803669368,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-30,2,"5%",0.05,1.35544499723013,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-30,2,"10%",0.1,1.48869993407779,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-30,2,"15%",0.15,1.55763986070443,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-30,2,"20%",0.2,1.66732699617463,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-30,2,"25%",0.25,1.78153289533945,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-30,2,"30%",0.3,1.84318749348411,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-30,2,"35%",0.35,1.91797335424074,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-30,2,"40%",0.4,1.99023420479032,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-30,2,"45%",0.45,2.08967983685491,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-30,2,"50%",0.5,17.911303543723,"ili perc","quantile","hhs1"
