"location","origin_date","target_end_date","horizon","quantile","output_type_id","value","target","output_type","region"
"HHS Region 1",2018-12-29,2019-01-05,1,"1%",0.01,1.65551183742301,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-29,2019-01-05,1,"2.5%",0.025,1.65551183742301,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-29,2019-01-05,1,"5%",0.05,1.80064988638902,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-29,2019-01-05,1,"10%",0.1,2.01504819972844,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-29,2019-01-05,1,"15%",0.15,2.10241026646864,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-29,2019-01-05,1,"20%",0.2,2.25817180174072,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-29,2019-01-05,1,"25%",0.25,2.42724685397172,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-29,2019-01-05,1,"30%",0.3,2.5074077162639,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-29,2019-01-05,1,"35%",0.35,2.60204524680479,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-29,2019-01-05,1,"40%",0.4,2.69121547112323,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-29,2019-01-05,1,"45%",0.45,2.81584558099337,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-29,2019-01-05,1,"50%",0.5,127.455431968134,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-29,2019-01-05,1,"55%",0.55,127.455431968134,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-29,2019-01-05,1,"60%",0.6,127.455431968134,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-29,2019-01-05,1,"65%",0.65,127.455431968134,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-29,2019-01-05,1,"70%",0.7,127.455431968134,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-29,2019-01-05,1,"75%",0.75,127.455431968134,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-29,2019-01-05,1,"80%",0.8,127.455431968134,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-29,2019-01-05,1,"85%",0.85,127.455431968134,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-29,2019-01-05,1,"90%",0.9,127.455431968134,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-29,2019-01-05,1,"95%",0.95,127.455431968134,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-29,2019-01-05,1,"97.5%",0.975,127.455431968134,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-29,2019-01-05,1,"99%",0.99,127.455431968134,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-29,2019-01-12,2,"1%",0.01,1.6452553819932,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-29,2019-01-12,2,"2.5%",0.025,1.66079976258908,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-29,2019-01-12,2,"5%",0.05,1.78540877757064,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-29,2019-01-12,2,"10%",0.1,1.98020305060223,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-29,2019-01-12,2,"15%",0.15,2.06156019399413,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-29,2019-01-12,2,"20%",0.2,2.22148212965351,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-29,2019-01-12,2,"25%",0.25,2.38691736411161,"ili perc","quantile","hhs1"
