"location","origin_date","target_end_date","horizon","quantile","output_type_id","value","target","output_type","region"
"HHS Region 1",2017-03-25,2017-04-01,1,"1%",0.01,0.860223341642481,"ili perc","quantile","hhs1"
"HHS Region 1",2017-03-25,2017-04-01,1,"2.5%",0.025,0.877289707747096,"ili perc","quantile","hhs1"
"HHS Region 1",2017-03-25,2017-04-01,1,"5%",0.05,1.02703381808064,"ili perc","quantile","hhs1"
"HHS Region 1",2017-03-25,2017-04-01,1,"10%",0.1,1.16334218634813,"ili perc","quantile","hhs1"
"HHS Region 1",2017-03-25,2017-04-01,1,"15%",0.15,1.242024257276,"ili perc","quantile","hhs1"
"HHS Region 1",2017-03-25,2017-04-01,1,"20%",0.2,1.29650205961943,"ili perc","quantile","hhs1"
"HHS Region 1",2017-03-25,2017-04-01,1,"25%",0.25,1.38671343091446,"ili perc","quantile","hhs1"
"HHS Region 1",2017-03-25,2017-04-01,1,"30%",0.3,1.42207688707408,"ili perc","quantile","hhs1"
"HHS Region 1",2017-03-25,2017-04-01,1,"35%",0.35,1.43235412987639,"ili perc","quantile","hhs1"
"HHS Region 1",2017-03-25,2017-04-01,1,"40%",0.4,1.49260591211072,"ili perc","quantile","hhs1"
"HHS Region 1",2017-03-25,2017-04-01,1,"45%",0.45,1.54620637642889,"ili perc","quantile","hhs1"
"HHS Region 1",2017-03-25,2017-04-01,1,"50%",0.5,14.2176338058003,"ili perc","quantile","hhs1"
"HHS Region 1",2017-03-25,2017-04-01,1,"55%",0.55,14.2176338058003,"ili perc","quantile","hhs1"
"HHS Region 1",2017-03-25,2017-04-01,1,"60%",0.6,14.2176338058003,"ili perc","quantile","hhs1"
"HHS Region 1",2017-03-25,2017-04-01,1,"65%",0.65,14.2176338058003,"ili perc","quantile","hhs1"
"HHS Region 1",2017-03-25,2017-04-01,1,"70%",0.7,14.2176338058003,"ili perc","quantile","hhs1"
"HHS Region 1",2017-03-25,2017-04-01,1,"75%",0.75,14.2176338058003,"ili perc","quantile","hhs1"
"HHS Region 1",2017-03-25,2017-04-01,1,"80%",0.8,14.2176338058003,"ili perc","quantile","hhs1"
"HHS Region 1",2017-03-25,2017-04-01,1,"85%",0.85,14.2176338058003,"ili perc","quantile","hhs1"
