"location","origin_date","target_end_date","horizon","quantile","output_type_id","value","target","output_type","region"
"HHS Region 1",2020-01-11,2020-01-18,1,"1%",0.01,1.83645576911576,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-01-18,1,"2.5%",0.025,1.83645576911576,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-01-18,1,"5%",0.05,1.9875369846315,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-01-18,1,"10%",0.1,2.23569484155553,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-01-18,1,"15%",0.15,2.32926746830773,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-01-18,1,"20%",0.2,2.47664093214885,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-01-18,1,"25%",0.25,2.65771801771189,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-01-18,1,"30%",0.3,2.74344261989944,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-01-18,1,"35%",0.35,2.80158968802436,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-01-18,1,"40%",0.4,2.85558351684219,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-01-18,1,"45%",0.45,2.95035533050421,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-01-18,1,"50%",0.5,163.351887207435,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-01-18,1,"55%",0.55,163.351887207435,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-01-18,1,"60%",0.6,163.351887207435,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-01-18,1,"65%",0.65,163.351887207435,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-01-18,1,"70%",0.7,163.351887207435,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-01-18,1,"75%",0.75,163.351887207435,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-01-18,1,"80%",0.8,163.351887207435,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-01-18,1,"85%",0.85,163.351887207435,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-01-18,1,"90%",0.9,163.351887207435,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-01-18,1,"95%",0.95,163.351887207435,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-01-18,1,"97.5%",0.975,163.351887207435,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-01-18,1,"99%",0.99,163.351887207435,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-01-25,2,"1%",0.01,1.83419951248209,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-01-25,2,"2.5%",0.025,1.83419951248209,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-01-25,2,"5%",0.05,1.97249045768072,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-01-25,2,"10%",0.1,2.2009960189622,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-01-25,2,"15%",0.15,2.28856231335322,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-01-25,2,"20%",0.2,2.44009161612627,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-01-25,2,"25%",0.25,2.61752910857925,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-01-25,2,"30%",0.3,2.70599919883517,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-01-25,2,"35%",0.35,2.77860336014479,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-01-25,2,"40%",0.4,2.83006428038394,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-01-25,2,"45%",0.45,2.92524249271835,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-01-25,2,"50%",0.5,185.618866130602,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-01-25,2,"55%",0.55,185.618866130602,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-01-25,2,"60%",0.6,185.618866130602,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-01-25,2,"65%",0.65,185.618866130602,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-01-25,2,"70%",0.7,185.618866130602,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-01-25,2,"75%",0.75,185.618866130602,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-01-25,2,"80%",0.8,185.618866130602,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-01-25,2,"85%",0.85,185.618866130602,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-01-25,2,"90%",0.9,185.618866130602,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-01-25,2,"95%",0.95,185.618866130602,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-01-25,2,"97.5%",0.975,185.618866130602,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-01-25,2,"99%",0.99,185.618866130602,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-02-01,3,"1%",0.01,1.80082240635807,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-02-01,3,"2.5%",0.025,1.80082240635807,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-02-01,3,"5%",0.05,1.93088547759194,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-02-01,3,"10%",0.1,2.14632510742663,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-02-01,3,"15%",0.15,2.22807738544242,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-02-01,3,"20%",0.2,2.38438511957429,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-02-01,3,"25%",0.25,2.55815235471547,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-02-01,3,"30%",0.3,2.65117395411886,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-02-01,3,"35%",0.35,2.7376090191336,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-02-01,3,"40%",0.4,2.78708317076513,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-02-01,3,"45%",0.45,2.88490174427938,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-02-01,3,"50%",0.5,132.758797635889,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-02-01,3,"55%",0.55,132.758797635889,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-02-01,3,"60%",0.6,132.758797635889,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-02-01,3,"65%",0.65,132.758797635889,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-02-01,3,"70%",0.7,132.758797635889,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-02-01,3,"75%",0.75,132.758797635889,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-02-01,3,"80%",0.8,132.758797635889,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-02-01,3,"85%",0.85,132.758797635889,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-02-01,3,"90%",0.9,132.758797635889,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-02-01,3,"95%",0.95,132.758797635889,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-02-01,3,"97.5%",0.975,132.758797635889,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-02-01,3,"99%",0.99,132.758797635889,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-02-08,4,"1%",0.01,1.78805612363676,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-02-08,4,"2.5%",0.025,1.78805612363676,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-02-08,4,"5%",0.05,1.90686972133355,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-02-08,4,"10%",0.1,2.10488137975373,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-02-08,4,"15%",0.15,2.18069227370066,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-02-08,4,"20%",0.2,2.34136610653424,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-02-08,4,"25%",0.25,2.51148339275677,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-02-08,4,"30%",0.3,2.60786040344613,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-02-08,4,"35%",0.35,2.70854108709162,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-02-08,4,"40%",0.4,2.75566677065414,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-02-08,4,"45%",0.45,2.85464618896344,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-11,2020-02-08,4,"50%",0.5,129.654128895855,"ili perc","quantile","hhs1"
