"location","origin_date","target_end_date","horizon","quantile","output_type_id","value","target","output_type","region"
"HHS Region 1",2018-01-13,2018-01-20,1,"1%",0.01,1.55247738313697,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-13,2018-01-20,1,"2.5%",0.025,1.55799237978613,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-13,2018-01-20,1,"5%",0.05,1.69719123337008,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-13,2018-01-20,1,"10%",0.1,1.90619845826905,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-13,2018-01-20,1,"15%",0.15,1.99592894284635,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-13,2018-01-20,1,"20%",0.2,2.12074122969479,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-13,2018-01-20,1,"25%",0.25,2.27525822082863,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-13,2018-01-20,1,"30%",0.3,2.35366599139448,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-13,2018-01-20,1,"35%",0.35,2.41626932631213,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-13,2018-01-20,1,"40%",0.4,2.49096070431649,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-13,2018-01-20,1,"45%",0.45,2.58848204786065,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-13,2018-01-20,1,"50%",0.5,82.7121186679382,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-13,2018-01-20,1,"55%",0.55,82.7121186679382,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-13,2018-01-20,1,"60%",0.6,82.7121186679382,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-13,2018-01-20,1,"65%",0.65,82.7121186679382,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-13,2018-01-20,1,"70%",0.7,82.7121186679382,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-13,2018-01-20,1,"75%",0.75,82.7121186679382,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-13,2018-01-20,1,"80%",0.8,82.7121186679382,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-13,2018-01-20,1,"85%",0.85,82.7121186679382,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-13,2018-01-20,1,"90%",0.9,82.7121186679382,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-13,2018-01-20,1,"95%",0.95,82.7121186679382,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-13,2018-01-20,1,"97.5%",0.975,82.7121186679382,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-13,2018-01-20,1,"99%",0.99,82.7121186679382,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-13,2018-01-27,2,"1%",0.01,1.52637619995309,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-13,2018-01-27,2,"2.5%",0.025,1.54865979549487,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-13,2018-01-27,2,"5%",0.05,1.66895064690139,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-13,2018-01-27,2,"10%",0.1,1.86157763725089,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-13,2018-01-27,2,"15%",0.15,1.94539733074541,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-13,2018-01-27,2,"20%",0.2,2.07467475622381,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-13,2018-01-27,2,"25%",0.25,2.22553692048004,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-13,2018-01-27,2,"30%",0.3,2.30758739814593,"ili perc","quantile","hhs1"
