"location","origin_date","target_end_date","horizon","quantile","output_type_id","value","target","output_type","region"
"HHS Region 1",2018-12-08,2018-12-15,1,"1%",0.01,1.23324408935762,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-15,1,"2.5%",0.025,1.24295973688475,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-15,1,"5%",0.05,1.34094949381815,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-15,1,"10%",0.1,1.48311267706564,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-15,1,"15%",0.15,1.55616625475632,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-15,1,"20%",0.2,1.65519769147294,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-15,1,"25%",0.25,1.76741078273521,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-15,1,"30%",0.3,1.82374586524325,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-15,1,"35%",0.35,1.87698029225736,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-15,1,"40%",0.4,1.93561714944392,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-15,1,"45%",0.45,2.01901901558794,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-15,1,"50%",0.5,18.2675859062747,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-15,1,"55%",0.55,18.2675859062747,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-15,1,"60%",0.6,18.2675859062747,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-15,1,"65%",0.65,18.2675859062747,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-15,1,"70%",0.7,18.2675859062747,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-15,1,"75%",0.75,18.2675859062747,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-15,1,"80%",0.8,18.2675859062747,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-15,1,"85%",0.85,18.2675859062747,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-15,1,"90%",0.9,18.2675859062747,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-15,1,"95%",0.95,18.2675859062747,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-15,1,"97.5%",0.975,18.2675859062747,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-15,1,"99%",0.99,18.2675859062747,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-22,2,"1%",0.01,1.21167041592218,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-22,2,"2.5%",0.025,1.23827224970909,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-22,2,"5%",0.05,1.31662284693565,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-22,2,"10%",0.1,1.44143515809613,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-22,2,"15%",0.15,1.50854960294983,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-22,2,"20%",0.2,1.61195442637348,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-22,2,"25%",0.25,1.72051720976503,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-22,2,"30%",0.3,1.78022884466305,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-22,2,"35%",0.35,1.84770156019579,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-22,2,"40%",0.4,1.90399634237387,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-22,2,"45%",0.45,1.98858520385694,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-22,2,"50%",0.5,14.2834873841399,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-22,2,"55%",0.55,14.2834873841399,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-22,2,"60%",0.6,14.2834873841399,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-22,2,"65%",0.65,14.2834873841399,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-22,2,"70%",0.7,14.2834873841399,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-22,2,"75%",0.75,14.2834873841399,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-22,2,"80%",0.8,14.2834873841399,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-22,2,"85%",0.85,14.2834873841399,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-22,2,"90%",0.9,14.2834873841399,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-22,2,"95%",0.95,14.2834873841399,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-22,2,"97.5%",0.975,14.2834873841399,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-22,2,"99%",0.99,14.2834873841399,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-29,3,"1%",0.01,1.19205373743101,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-29,3,"2.5%",0.025,1.23559258406802,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-29,3,"5%",0.05,1.29398798216031,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-29,3,"10%",0.1,1.40102986769128,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-29,3,"15%",0.15,1.46219292911709,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-29,3,"20%",0.2,1.56993147990759,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-29,3,"25%",0.25,1.67484590874805,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-29,3,"30%",0.3,1.73781905190563,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-29,3,"35%",0.35,1.8195699444306,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-29,3,"40%",0.4,1.87348786230633,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-29,3,"45%",0.45,1.95912141498978,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-29,3,"50%",0.5,15.0850062292764,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-29,3,"55%",0.55,15.0850062292764,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-29,3,"60%",0.6,15.0850062292764,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-29,3,"65%",0.65,15.0850062292764,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-08,2018-12-29,3,"70%",0.7,15.0850062292764,"ili perc","quantile","hhs1"
