"location","origin_date","target_end_date","horizon","quantile","output_type_id","value","target","output_type","region"
"HHS Region 1",2018-11-17,2018-11-24,1,"1%",0.01,0.890723759196749,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-11-24,1,"2.5%",0.025,0.918961977680607,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-11-24,1,"5%",0.05,0.965090714165653,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-11-24,1,"10%",0.1,1.05787782893659,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-11-24,1,"15%",0.15,1.11368340293692,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-11-24,1,"20%",0.2,1.17592545458007,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-11-24,1,"25%",0.25,1.24272867087393,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-11-24,1,"30%",0.3,1.2762062260534,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-11-24,1,"35%",0.35,1.29685567500694,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-11-24,1,"40%",0.4,1.33645432986848,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-11-24,1,"45%",0.45,1.40214532004256,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-11-24,1,"50%",0.5,3.12690145723163,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-11-24,1,"55%",0.55,3.12690145723163,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-11-24,1,"60%",0.6,3.12690145723163,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-11-24,1,"65%",0.65,3.12690145723163,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-11-24,1,"70%",0.7,3.12690145723163,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-11-24,1,"75%",0.75,3.12690145723163,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-11-24,1,"80%",0.8,3.12690145723163,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-11-24,1,"85%",0.85,3.12690145723163,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-11-24,1,"90%",0.9,3.12690145723163,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-11-24,1,"95%",0.95,3.12690145723163,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-11-24,1,"97.5%",0.975,3.12690145723163,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-11-24,1,"99%",0.99,3.12690145723163,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-01,2,"1%",0.01,0.870794770984054,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-01,2,"2.5%",0.025,0.915961891086898,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-01,2,"5%",0.05,0.94218586402304,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-01,2,"10%",0.1,1.01726950819181,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-01,2,"15%",0.15,1.06712565379161,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-01,2,"20%",0.2,1.13370776189179,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-01,2,"25%",0.25,1.19686231191137,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-01,2,"30%",0.3,1.23361973482569,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-01,2,"35%",0.35,1.26854099511472,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-01,2,"40%",0.4,1.30576833757107,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-01,2,"45%",0.45,1.37252672874662,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-01,2,"50%",0.5,3.16470099297643,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-01,2,"55%",0.55,3.16470099297643,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-01,2,"60%",0.6,3.16470099297643,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-01,2,"65%",0.65,3.16470099297643,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-01,2,"70%",0.7,3.16470099297643,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-01,2,"75%",0.75,3.16470099297643,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-01,2,"80%",0.8,3.16470099297643,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-01,2,"85%",0.85,3.16470099297643,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-01,2,"90%",0.9,3.16470099297643,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-01,2,"95%",0.95,3.16470099297643,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-01,2,"97.5%",0.975,3.16470099297643,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-01,2,"99%",0.99,3.16470099297643,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-08,3,"1%",0.01,0.851845753742908,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-08,3,"2.5%",0.025,0.913967227029254,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-08,3,"5%",0.05,0.920128178744108,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-08,3,"10%",0.1,0.977298259640901,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-08,3,"15%",0.15,1.02119884232077,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-08,3,"20%",0.2,1.09210114734679,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-08,3,"25%",0.25,1.15160800922263,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-08,3,"30%",0.3,1.19158769118529,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-08,3,"35%",0.35,1.24080073708023,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-08,3,"40%",0.4,1.27563934629021,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-08,3,"45%",0.45,1.34339387925144,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-08,3,"50%",0.5,5.59891249420423,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-08,3,"55%",0.55,5.59891249420423,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-08,3,"60%",0.6,5.59891249420423,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-08,3,"65%",0.65,5.59891249420423,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-08,3,"70%",0.7,5.59891249420423,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-08,3,"75%",0.75,5.59891249420423,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-08,3,"80%",0.8,5.59891249420423,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-08,3,"85%",0.85,5.59891249420423,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-08,3,"90%",0.9,5.59891249420423,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-08,3,"95%",0.95,5.59891249420423,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-08,3,"97.5%",0.975,5.59891249420423,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-08,3,"99%",0.99,5.59891249420423,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-15,4,"1%",0.01,0.832714902851045,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-15,4,"2.5%",0.025,0.904849654387457,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-15,4,"5%",0.05,0.904849654387457,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-15,4,"10%",0.1,0.9372088023204,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-15,4,"15%",0.15,0.97515496034064,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-15,4,"20%",0.2,1.05038114722926,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-15,4,"25%",0.25,1.10624013946921,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-15,4,"30%",0.3,1.14945276977415,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-15,4,"35%",0.35,1.21295389504837,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-15,4,"40%",0.4,1.24540700344972,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-15,4,"45%",0.45,1.31417090034681,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-15,4,"50%",0.5,7.58846966488686,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-15,4,"55%",0.55,7.58846966488686,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-15,4,"60%",0.6,7.58846966488686,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-15,4,"65%",0.65,7.58846966488686,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-17,2018-12-15,4,"70%",0.7,7.58846966488686,"ili perc","quantile","hhs1"
