"location","origin_date","target_end_date","horizon","quantile","output_type_id","value","target","output_type","region"
"HHS Region 1",2017-12-02,2017-12-09,1,"1%",0.01,1.15149602366381,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-02,2017-12-09,1,"2.5%",0.025,1.15875417184261,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-02,2017-12-09,1,"5%",0.05,1.24200589607881,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-02,2017-12-09,1,"10%",0.1,1.36948714002524,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-02,2017-12-09,1,"15%",0.15,1.43764869174771,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-02,2017-12-09,1,"20%",0.2,1.52424310133843,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-02,2017-12-09,1,"25%",0.25,1.62292685394998,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-02,2017-12-09,1,"30%",0.3,1.67169246716133,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-02,2017-12-09,1,"35%",0.35,1.71162734768288,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-02,2017-12-09,1,"40%",0.4,1.76085871461911,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-02,2017-12-09,1,"45%",0.45,1.83593898955112,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-02,2017-12-09,1,"50%",0.5,9.94681663065507,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-02,2017-12-09,1,"55%",0.55,9.94681663065507,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-02,2017-12-09,1,"60%",0.6,9.94681663065507,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-02,2017-12-09,1,"65%",0.65,9.94681663065507,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-02,2017-12-09,1,"70%",0.7,9.94681663065507,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-02,2017-12-09,1,"75%",0.75,9.94681663065507,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-02,2017-12-09,1,"80%",0.8,9.94681663065507,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-02,2017-12-09,1,"85%",0.85,9.94681663065507,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-02,2017-12-09,1,"90%",0.9,9.94681663065507,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-02,2017-12-09,1,"95%",0.95,9.94681663065507,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-02,2017-12-09,1,"97.5%",0.975,9.94681663065507,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-02,2017-12-09,1,"99%",0.99,9.94681663065507,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-02,2017-12-16,2,"1%",0.01,1.13177027230638,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-02,2017-12-16,2,"2.5%",0.025,1.15596260052168,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-02,2017-12-16,2,"5%",0.05,1.21927674004122,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-02,2017-12-16,2,"10%",0.1,1.32901094212188,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-02,2017-12-16,2,"15%",0.15,1.39122179320161,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-02,2017-12-16,2,"20%",0.2,1.4821521405675,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-02,2017-12-16,2,"25%",0.25,1.57718742975993,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-02,2017-12-16,2,"30%",0.3,1.62922096320093,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-02,2017-12-16,2,"35%",0.35,1.68343179753567,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-02,2017-12-16,2,"40%",0.4,1.73028823914646,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-02,2017-12-16,2,"45%",0.45,1.80642113658206,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-02,2017-12-16,2,"50%",0.5,10.4816096957384,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-02,2017-12-16,2,"55%",0.55,10.4816096957384,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-02,2017-12-16,2,"60%",0.6,10.4816096957384,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-02,2017-12-16,2,"65%",0.65,10.4816096957384,"ili perc","quantile","hhs1"
