"location","origin_date","target_end_date","horizon","quantile","output_type_id","value","target","output_type","region"
"HHS Region 1",2015-11-21,2015-11-28,1,"1%",0.01,0.148887744394602,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-11-28,1,"2.5%",0.025,0.148887744394602,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-11-28,1,"5%",0.05,0.148887744394602,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-11-28,1,"10%",0.1,0.148887744394602,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-11-28,1,"15%",0.15,0.148887744394602,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-11-28,1,"20%",0.2,0.148887744394602,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-11-28,1,"25%",0.25,0.148887744394602,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-11-28,1,"30%",0.3,0.148887744394602,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-11-28,1,"35%",0.35,0.148887744394602,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-11-28,1,"40%",0.4,0.148887744394602,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-11-28,1,"45%",0.45,0.148887744394602,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-11-28,1,"50%",0.5,0.148887744394602,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-11-28,1,"55%",0.55,1.15768588025834,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-11-28,1,"60%",0.6,1.15825121510527,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-11-28,1,"65%",0.65,1.18759460789234,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-11-28,1,"70%",0.7,1.20905661005274,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-11-28,1,"75%",0.75,1.26269470411844,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-11-28,1,"80%",0.8,1.28931514909668,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-11-28,1,"85%",0.85,1.28931514909668,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-11-28,1,"90%",0.9,1.30321121714781,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-11-28,1,"95%",0.95,1.37455453314279,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-11-28,1,"97.5%",0.975,1.52196528006007,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-11-28,1,"99%",0.99,1.52196528006007,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-12-05,2,"1%",0.01,0.163829666156119,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-12-05,2,"2.5%",0.025,0.163829666156119,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-12-05,2,"5%",0.05,0.163829666156119,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-12-05,2,"10%",0.1,0.163829666156119,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-12-05,2,"15%",0.15,0.163829666156119,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-12-05,2,"20%",0.2,0.163829666156119,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-12-05,2,"25%",0.25,0.163829666156119,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-12-05,2,"30%",0.3,0.163829666156119,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-12-05,2,"35%",0.35,0.163829666156119,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-12-05,2,"40%",0.4,0.163829666156119,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-12-05,2,"45%",0.45,0.163829666156119,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-12-05,2,"50%",0.5,0.163829666156119,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-12-05,2,"55%",0.55,1.14016559501294,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-12-05,2,"60%",0.6,1.15591000798485,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-12-05,2,"65%",0.65,1.18955139829614,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-12-05,2,"70%",0.7,1.2174190468001,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-12-05,2,"75%",0.75,1.27082834183491,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-12-05,2,"80%",0.8,1.33195882036681,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-12-05,2,"85%",0.85,1.333448931919,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-12-05,2,"90%",0.9,1.38578908251869,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-12-05,2,"95%",0.95,1.49147021021467,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-12-05,2,"97.5%",0.975,1.64577534012792,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-12-05,2,"99%",0.99,1.68653799059379,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-12-12,3,"1%",0.01,0.145974714403309,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-12-12,3,"2.5%",0.025,0.145974714403309,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-12-12,3,"5%",0.05,0.145974714403309,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-12-12,3,"10%",0.1,0.145974714403309,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-12-12,3,"15%",0.15,0.145974714403309,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-12-12,3,"20%",0.2,0.145974714403309,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-12-12,3,"25%",0.25,0.145974714403309,"ili perc","quantile","hhs1"
"HHS Region 1",2015-11-21,2015-12-12,3,"30%",0.3,0.145974714403309,"ili perc","quantile","hhs1"
