"location","origin_date","target_end_date","horizon","quantile","output_type_id","value","target","output_type","region"
"HHS Region 1",2019-12-28,2020-01-04,1,"1%",0.01,1.85164435618353,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-04,1,"2.5%",0.025,1.85164435618353,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-04,1,"5%",0.05,2.0091267817125,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-04,1,"10%",0.1,2.24970680164378,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-04,1,"15%",0.15,2.33924474076963,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-04,1,"20%",0.2,2.52760288395797,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-04,1,"25%",0.25,2.72148208767922,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-04,1,"30%",0.3,2.80884486012599,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-04,1,"35%",0.35,2.92845466624146,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-04,1,"40%",0.4,3.03080969133811,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-04,1,"45%",0.45,3.17988292365902,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-04,1,"50%",0.5,231.893775671757,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-04,1,"55%",0.55,231.893775671757,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-04,1,"60%",0.6,231.893775671757,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-04,1,"65%",0.65,231.893775671757,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-04,1,"70%",0.7,231.893775671757,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-04,1,"75%",0.75,231.893775671757,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-04,1,"80%",0.8,231.893775671757,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-04,1,"85%",0.85,231.893775671757,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-04,1,"90%",0.9,231.893775671757,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-04,1,"95%",0.95,231.893775671757,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-04,1,"97.5%",0.975,231.893775671757,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-04,1,"99%",0.99,231.893775671757,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-11,2,"1%",0.01,1.87027730414451,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-11,2,"2.5%",0.025,1.87453654342738,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-11,2,"5%",0.05,2.0137244603273,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-11,2,"10%",0.1,2.22978051940584,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-11,2,"15%",0.15,2.31316987787221,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-11,2,"20%",0.2,2.50522335374416,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-11,2,"25%",0.25,2.69548564541594,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-11,2,"30%",0.3,2.78425806573165,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-11,2,"35%",0.35,2.91878813187361,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-11,2,"40%",0.4,3.0182062909094,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-11,2,"45%",0.45,3.16603355086659,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-11,2,"50%",0.5,309.729170245748,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-11,2,"55%",0.55,309.729170245748,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-11,2,"60%",0.6,309.729170245748,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-11,2,"65%",0.65,309.729170245748,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-11,2,"70%",0.7,309.729170245748,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-11,2,"75%",0.75,309.729170245748,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-11,2,"80%",0.8,309.729170245748,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-11,2,"85%",0.85,309.729170245748,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-11,2,"90%",0.9,309.729170245748,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-11,2,"95%",0.95,309.729170245748,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-11,2,"97.5%",0.975,309.729170245748,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-11,2,"99%",0.99,309.729170245748,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-18,3,"1%",0.01,1.87544475894526,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-18,3,"2.5%",0.025,1.89728469847887,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-18,3,"5%",0.05,2.01251497192669,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-18,3,"10%",0.1,2.20548721866965,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-18,3,"15%",0.15,2.28277004753454,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-18,3,"20%",0.2,2.47865498970401,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-18,3,"25%",0.25,2.66529366441239,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-18,3,"30%",0.3,2.75587063007049,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-18,3,"35%",0.35,2.90518403610741,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-18,3,"40%",0.4,3.00178474590274,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-18,3,"45%",0.45,3.14885450296111,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-18,3,"50%",0.5,371.137579804155,"ili perc","quantile","hhs1"
"HHS Region 1",2019-12-28,2020-01-18,3,"55%",0.55,371.137579804155,"ili perc","quantile","hhs1"
