"location","origin_date","target_end_date","horizon","quantile","output_type_id","value","target","output_type","region"
"HHS Region 1",2017-10-21,2017-10-28,1,"1%",0.01,0.677411423852453,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-10-28,1,"2.5%",0.025,0.677411423852453,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-10-28,1,"5%",0.05,0.748747721282984,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-10-28,1,"10%",0.1,0.825753121373368,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-10-28,1,"15%",0.15,0.869019712084044,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-10-28,1,"20%",0.2,0.919584882783925,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-10-28,1,"25%",0.25,0.964998937171312,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-10-28,1,"30%",0.3,0.984820457207623,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-10-28,1,"35%",0.35,0.984820457207623,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-10-28,1,"40%",0.4,0.991934805072719,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-10-28,1,"45%",0.45,1.03732491254813,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-10-28,1,"50%",0.5,1.31435108411433,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-10-28,1,"55%",0.55,1.31435108411433,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-10-28,1,"60%",0.6,1.31435108411433,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-10-28,1,"65%",0.65,1.31435108411433,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-10-28,1,"70%",0.7,1.31435108411433,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-10-28,1,"75%",0.75,1.31435108411433,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-10-28,1,"80%",0.8,1.31435108411433,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-10-28,1,"85%",0.85,1.31435108411433,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-10-28,1,"90%",0.9,1.31435108411433,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-10-28,1,"95%",0.95,1.31435108411433,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-10-28,1,"97.5%",0.975,1.31435108411433,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-10-28,1,"99%",0.99,1.31435108411433,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-11-04,2,"1%",0.01,0.666169559731853,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-11-04,2,"2.5%",0.025,0.666169559731853,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-11-04,2,"5%",0.05,0.726032899948642,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-11-04,2,"10%",0.1,0.785287703238196,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-11-04,2,"15%",0.15,0.822603489505187,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-11-04,2,"20%",0.2,0.877504261941173,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-11-04,2,"25%",0.25,0.919269869460191,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-11-04,2,"30%",0.3,0.942502620582523,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-11-04,2,"35%",0.35,0.95649034109393,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-11-04,2,"40%",0.4,0.961373754500254,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-11-04,2,"45%",0.45,1.00781527871665,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-11-04,2,"50%",0.5,1.88969334554618,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-11-04,2,"55%",0.55,1.88969334554618,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-11-04,2,"60%",0.6,1.88969334554618,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-11-04,2,"65%",0.65,1.88969334554618,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-11-04,2,"70%",0.7,1.88969334554618,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-11-04,2,"75%",0.75,1.88969334554618,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-11-04,2,"80%",0.8,1.88969334554618,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-11-04,2,"85%",0.85,1.88969334554618,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-11-04,2,"90%",0.9,1.88969334554618,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-11-04,2,"95%",0.95,1.88969334554618,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-11-04,2,"97.5%",0.975,1.88969334554618,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-11-04,2,"99%",0.99,1.88969334554618,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-11-11,3,"1%",0.01,0.654602136402275,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-11-11,3,"2.5%",0.025,0.655112792298111,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-11-11,3,"5%",0.05,0.703258143436236,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-11-11,3,"10%",0.1,0.744777213550821,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-11-11,3,"15%",0.15,0.776142629378803,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-11-11,3,"20%",0.2,0.835380408572028,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-11-11,3,"25%",0.25,0.873497500021945,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-11-11,3,"30%",0.3,0.90000127228565,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-11-11,3,"35%",0.35,0.928263871452095,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-11-11,3,"40%",0.4,0.930773297247294,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-11-11,3,"45%",0.45,0.978271279648162,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-11-11,3,"50%",0.5,2.295494371236,"ili perc","quantile","hhs1"
"HHS Region 1",2017-10-21,2017-11-11,3,"55%",0.55,2.295494371236,"ili perc","quantile","hhs1"
