"location","origin_date","target_end_date","horizon","quantile","output_type_id","value","target","output_type","region"
"HHS Region 1",2020-01-25,2020-02-01,1,"1%",0.01,2.37754460646465,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-25,2020-02-01,1,"2.5%",0.025,2.39418458318971,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-25,2020-02-01,1,"5%",0.05,2.52902924956982,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-25,2020-02-01,1,"10%",0.1,2.80875179123507,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-25,2020-02-01,1,"15%",0.15,2.90288017645344,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-25,2020-02-01,1,"20%",0.2,3.12339272578345,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-25,2020-02-01,1,"25%",0.25,3.35756186812637,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-25,2020-02-01,1,"30%",0.3,3.45247130635039,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-25,2020-02-01,1,"35%",0.35,3.58162757944081,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-25,2020-02-01,1,"40%",0.4,3.70256191447686,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-25,2020-02-01,1,"45%",0.45,3.874094386754,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-25,2020-02-01,1,"50%",0.5,934.144964750705,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-25,2020-02-01,1,"55%",0.55,934.144964750705,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-25,2020-02-01,1,"60%",0.6,934.144964750705,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-25,2020-02-01,1,"65%",0.65,934.144964750705,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-25,2020-02-01,1,"70%",0.7,934.144964750705,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-25,2020-02-01,1,"75%",0.75,934.144964750705,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-25,2020-02-01,1,"80%",0.8,934.144964750705,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-25,2020-02-01,1,"85%",0.85,934.144964750705,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-25,2020-02-01,1,"90%",0.9,934.144964750705,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-25,2020-02-01,1,"95%",0.95,934.144964750705,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-25,2020-02-01,1,"97.5%",0.975,934.144964750705,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-25,2020-02-01,1,"99%",0.99,934.144964750705,"ili perc","quantile","hhs1"
"HHS Region 1",2020-01-25,2020-02-08,2,"1%",0.01,2.40039231466039,"ili perc","quantile","hhs1"
