"location","origin_date","target_end_date","horizon","quantile","output_type_id","value","target","output_type","region"
"HHS Region 1",2018-12-01,2018-12-08,1,"1%",0.01,1.09379572876404,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-01,2018-12-08,1,"2.5%",0.025,1.10994342890005,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-01,2018-12-08,1,"5%",0.05,1.18016652832993,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-01,2018-12-08,1,"10%",0.1,1.29577448624642,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-01,2018-12-08,1,"15%",0.15,1.36209963534267,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-01,2018-12-08,1,"20%",0.2,1.44077696226127,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-01,2018-12-08,1,"25%",0.25,1.53148799659988,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-01,2018-12-08,1,"30%",0.3,1.57604925435172,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-01,2018-12-08,1,"35%",0.35,1.61147073482145,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-01,2018-12-08,1,"40%",0.4,1.65980223859358,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-01,2018-12-08,1,"45%",0.45,1.73124754023774,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-01,2018-12-08,1,"50%",0.5,9.15089803437359,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-01,2018-12-08,1,"55%",0.55,9.15089803437359,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-01,2018-12-08,1,"60%",0.6,9.15089803437359,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-01,2018-12-08,1,"65%",0.65,9.15089803437359,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-01,2018-12-08,1,"70%",0.7,9.15089803437359,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-01,2018-12-08,1,"75%",0.75,9.15089803437359,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-01,2018-12-08,1,"80%",0.8,9.15089803437359,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-01,2018-12-08,1,"85%",0.85,9.15089803437359,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-01,2018-12-08,1,"90%",0.9,9.15089803437359,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-01,2018-12-08,1,"95%",0.95,9.15089803437359,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-01,2018-12-08,1,"97.5%",0.975,9.15089803437359,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-01,2018-12-08,1,"99%",0.99,9.15089803437359,"ili perc","quantile","hhs1"
"HHS Region 1",2018-12-01,2018-12-15,2,"1%",0.01,1.074358553149,"ili perc","quantile","hhs1"
