"location","origin_date","target_end_date","horizon","quantile","output_type_id","value","target","output_type","region"
"HHS Region 1",2019-04-27,2019-05-04,1,"1%",0.01,0.599904434085284,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-27,2019-05-04,1,"2.5%",0.025,0.599904434085284,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-27,2019-05-04,1,"5%",0.05,0.694977877152946,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-27,2019-05-04,1,"10%",0.1,0.784345228886165,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-27,2019-05-04,1,"15%",0.15,0.840220787386201,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-27,2019-05-04,1,"20%",0.2,0.864264758611308,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-27,2019-05-04,1,"25%",0.25,0.883266262334245,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-27,2019-05-04,1,"30%",0.3,0.883266262334245,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-27,2019-05-04,1,"35%",0.35,0.883266262334245,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-27,2019-05-04,1,"40%",0.4,0.883266262334245,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-27,2019-05-04,1,"45%",0.45,0.910412063734144,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-27,2019-05-04,1,"50%",0.5,3.46962613546684,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-27,2019-05-04,1,"55%",0.55,3.46962613546684,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-27,2019-05-04,1,"60%",0.6,3.46962613546684,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-27,2019-05-04,1,"65%",0.65,3.46962613546684,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-27,2019-05-04,1,"70%",0.7,3.46962613546684,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-27,2019-05-04,1,"75%",0.75,3.46962613546684,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-27,2019-05-04,1,"80%",0.8,3.46962613546684,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-27,2019-05-04,1,"85%",0.85,3.46962613546684,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-27,2019-05-04,1,"90%",0.9,3.46962613546684,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-27,2019-05-04,1,"95%",0.95,3.46962613546684,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-27,2019-05-04,1,"97.5%",0.975,3.46962613546684,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-27,2019-05-04,1,"99%",0.99,3.46962613546684,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-27,2019-05-11,2,"1%",0.01,0.587932813251911,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-27,2019-05-11,2,"2.5%",0.025,0.587932813251911,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-27,2019-05-11,2,"5%",0.05,0.671640283311565,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-27,2019-05-11,2,"10%",0.1,0.743411482726136,"ili perc","quantile","hhs1"
